c_norm,c_norm_lag1,c_norm_lag2,c_norm_lag3,c_norm_lag4,c_norm_lag5,US_ex
0.2740788856,0.4885499296,0.3098601922,0.3542119304,0.2894732406,0.2969256336,1.5560215885
0.1823210904,0.2740788856,0.4885499296,0.3098601922,0.3542119304,0.2894732406,1.5558462347
0.1772706959,0.1823210904,0.2740788856,0.4885499296,0.3098601922,0.3542119304,1.5557365514
0.2588030275,0.1772706959,0.1823210904,0.2740788856,0.4885499296,0.3098601922,1.5556604778
0.3040195828,0.2588030275,0.1772706959,0.1823210904,0.2740788856,0.4885499296,1.5557791792
0.2633673664,0.3040195828,0.2588030275,0.1772706959,0.1823210904,0.2740788856,1.5560654689
0.3033623826,0.2633673664,0.3040195828,0.2588030275,0.1772706959,0.1823210904,1.5564845738
0.2485045467,0.3033623826,0.2633673664,0.3040195828,0.2588030275,0.1772706959,1.5570073291
0.1891299336,0.2485045467,0.3033623826,0.2633673664,0.3040195828,0.2588030275,1.5576078268
0.2515867133,0.1891299336,0.2485045467,0.3033623826,0.2633673664,0.3040195828,1.5582950392
0.4149997972,0.2515867133,0.1891299336,0.2485045467,0.3033623826,0.2633673664,1.5591354985
0.2968548702,0.4149997972,0.2515867133,0.1891299336,0.2485045467,0.3033623826,1.5599328883
0.2661385304,0.2968548702,0.4149997972,0.2515867133,0.1891299336,0.2485045467,1.5606874543
0.2515477437,0.2661385304,0.2968548702,0.4149997972,0.2515867133,0.1891299336,1.5613997585
0.33275966,0.2515477437,0.2661385304,0.2968548702,0.4149997972,0.2515867133,1.5620706799
0.2854787676,0.33275966,0.2515477437,0.2661385304,0.2968548702,0.4149997972,1.5626396896
0.3353975457,0.2854787676,0.33275966,0.2515477437,0.2661385304,0.2968548702,1.5631273093
0.3739530239,0.3353975457,0.2854787676,0.33275966,0.2515477437,0.2661385304,1.5636347828
0.3484073156,0.3739530239,0.3353975457,0.2854787676,0.33275966,0.2515477437,1.5641799609
0.2960961921,0.3484073156,0.3739530239,0.3353975457,0.2854787676,0.33275966,1.5648760194
0.3349707061,0.2960961921,0.3484073156,0.3739530239,0.3353975457,0.2854787676,1.5656873048
0.219832581,0.3349707061,0.2960961921,0.3484073156,0.3739530239,0.3353975457,1.5665842308
0.2467026438,0.219832581,0.3349707061,0.2960961921,0.3484073156,0.3739530239,1.5675575385
0.1949916155,0.2467026438,0.219832581,0.3349707061,0.2960961921,0.3484073156,1.5685919973
0.3187705389,0.1949916155,0.2467026438,0.219832581,0.3349707061,0.2960961921,1.569590567
0.2939009408,0.3187705389,0.1949916155,0.2467026438,0.219832581,0.3349707061,1.570564329
0.3587979696,0.2939009408,0.3187705389,0.1949916155,0.2467026438,0.219832581,1.5715022358
0.3097261696,0.3587979696,0.2939009408,0.3187705389,0.1949916155,0.2467026438,1.572401864
0.2246337354,0.3097261696,0.3587979696,0.2939009408,0.3187705389,0.1949916155,1.5732614165
0.3001512238,0.2246337354,0.3097261696,0.3587979696,0.2939009408,0.3187705389,1.5741017624
0.2427386222,0.3001512238,0.2246337354,0.3097261696,0.3587979696,0.2939009408,1.5748526306
0.2606388645,0.2427386222,0.3001512238,0.2246337354,0.3097261696,0.3587979696,1.5754204673
0.2250660705,0.2606388645,0.2427386222,0.3001512238,0.2246337354,0.3097261696,1.5757830132
0.2831730656,0.2250660705,0.2606388645,0.2427386222,0.3001512238,0.2246337354,1.5760058447
0.4455394806,0.2831730656,0.2250660705,0.2606388645,0.2427386222,0.3001512238,1.5761130168
0.345406884,0.4455394806,0.2831730656,0.2250660705,0.2606388645,0.2427386222,1.5761256257
0.312783039,0.345406884,0.4455394806,0.2831730656,0.2250660705,0.2606388645,1.5761215278
0.210895755,0.312783039,0.345406884,0.4455394806,0.2831730656,0.2250660705,1.5759440665
0.2677533478,0.210895755,0.312783039,0.345406884,0.4455394806,0.2831730656,1.5755986574
0.1564501106,0.2677533478,0.210895755,0.312783039,0.345406884,0.4455394806,1.5751510934
0.2237384528,0.1564501106,0.2677533478,0.210895755,0.312783039,0.345406884,1.5746030362
0.2555806009,0.2237384528,0.1564501106,0.2677533478,0.210895755,0.312783039,1.573979302
0.2409590444,0.2555806009,0.2237384528,0.1564501106,0.2677533478,0.210895755,1.5733005912
0.1299770497,0.2409590444,0.2555806009,0.2237384528,0.1564501106,0.2677533478,1.5725861603
0.300025274,0.1299770497,0.2409590444,0.2555806009,0.2237384528,0.1564501106,1.5717478808
0.2923654739,0.300025274,0.1299770497,0.2409590444,0.2555806009,0.2237384528,1.5707578345
0.2407369093,0.2923654739,0.300025274,0.1299770497,0.2409590444,0.2555806009,1.5695857013
0.3480873564,0.2407369093,0.2923654739,0.300025274,0.1299770497,0.2409590444,1.567974721
0.1911339929,0.3480873564,0.2407369093,0.2923654739,0.300025274,0.1299770497,1.566025843
0.1505967604,0.1911339929,0.3480873564,0.2407369093,0.2923654739,0.300025274,1.5638243068
0.1806976688,0.1505967604,0.1911339929,0.3480873564,0.2407369093,0.2923654739,1.5613487015
0.1820914258,0.1806976688,0.1505967604,0.1911339929,0.3480873564,0.2407369093,1.5586224714
0.1561692742,0.1820914258,0.1806976688,0.1505967604,0.1911339929,0.3480873564,1.5557116598
0.1679352303,0.1561692742,0.1820914258,0.1806976688,0.1505967604,0.1911339929,1.5526418509
0.2253291697,0.1679352303,0.1561692742,0.1820914258,0.1806976688,0.1505967604,1.5493067921
0.1544202194,0.2253291697,0.1679352303,0.1561692742,0.1820914258,0.1806976688,1.5457930815
0.1017729317,0.1544202194,0.2253291697,0.1679352303,0.1561692742,0.1820914258,1.5421718267
0.213195504,0.1017729317,0.1544202194,0.2253291697,0.1679352303,0.1561692742,1.5385387464
0.1238757221,0.213195504,0.1017729317,0.1544202194,0.2253291697,0.1679352303,1.5349506029
0.1578936216,0.1238757221,0.213195504,0.1017729317,0.1544202194,0.2253291697,1.531389051
0.3822776691,0.1578936216,0.1238757221,0.213195504,0.1017729317,0.1544202194,1.5280658724
0.3367937246,0.3822776691,0.1578936216,0.1238757221,0.213195504,0.1017729317,1.5248920185
0.3001539743,0.3367937246,0.3822776691,0.1578936216,0.1238757221,0.213195504,1.5218711538
0.2976529275,0.3001539743,0.3367937246,0.3822776691,0.1578936216,0.1238757221,1.5190048249
0.275194816,0.2976529275,0.3001539743,0.3367937246,0.3822776691,0.1578936216,1.5162955166
0.2735548372,0.275194816,0.2976529275,0.3001539743,0.3367937246,0.3822776691,1.5135939164
0.2089692288,0.2735548372,0.275194816,0.2976529275,0.3001539743,0.3367937246,1.5109510696
0.2243441278,0.2089692288,0.2735548372,0.275194816,0.2976529275,0.3001539743,1.5083838807
0.2330294666,0.2243441278,0.2089692288,0.2735548372,0.275194816,0.2976529275,1.5058876124
0.2097193082,0.2330294666,0.2243441278,0.2089692288,0.2735548372,0.275194816,1.5034742551
0.3888949138,0.2097193082,0.2330294666,0.2243441278,0.2089692288,0.2735548372,1.5011524303
0.3726951194,0.3888949138,0.2097193082,0.2330294666,0.2243441278,0.2089692288,1.4989284708
0.2969015004,0.3726951194,0.3888949138,0.2097193082,0.2330294666,0.2243441278,1.4966552725
0.2987758245,0.2969015004,0.3726951194,0.3888949138,0.2097193082,0.2330294666,1.4943320235
0.4877738849,0.2987758245,0.2969015004,0.3726951194,0.3888949138,0.2097193082,1.4918585625
0.3925006512,0.4877738849,0.2987758245,0.2969015004,0.3726951194,0.3888949138,1.4891991616
0.4669932245,0.3925006512,0.4877738849,0.2987758245,0.2969015004,0.3726951194,1.4864174072
0.3705859909,0.4669932245,0.3925006512,0.4877738849,0.2987758245,0.2969015004,1.4835656304
0.2449731612,0.3705859909,0.4669932245,0.3925006512,0.4877738849,0.2987758245,1.4805339504
0.2677606093,0.2449731612,0.3705859909,0.4669932245,0.3925006512,0.4877738849,1.4774376947
0.2252741338,0.2677606093,0.2449731612,0.3705859909,0.4669932245,0.3925006512,1.4741617159
0.2540380431,0.2252741338,0.2677606093,0.2449731612,0.3705859909,0.4669932245,1.4706900317
0.2616375714,0.2540380431,0.2252741338,0.2677606093,0.2449731612,0.3705859909,1.4673400913
0.2118970431,0.2616375714,0.2540380431,0.2252741338,0.2677606093,0.2449731612,1.4641231048
0.1940356381,0.2118970431,0.2616375714,0.2540380431,0.2252741338,0.2677606093,1.4610465588
0.1969413465,0.1940356381,0.2118970431,0.2616375714,0.2540380431,0.2252741338,1.4581180538
0.2247254151,0.1969413465,0.1940356381,0.2118970431,0.2616375714,0.2540380431,1.4553185335
0.2634651142,0.2247254151,0.1969413465,0.1940356381,0.2118970431,0.2616375714,1.4527132285
0.281448768,0.2634651142,0.2247254151,0.1969413465,0.1940356381,0.2118970431,1.4504606563
0.3525581154,0.281448768,0.2634651142,0.2247254151,0.1969413465,0.1940356381,1.4485176164
0.31026491,0.3525581154,0.281448768,0.2634651142,0.2247254151,0.1969413465,1.4468443869
0.3338496302,0.31026491,0.3525581154,0.281448768,0.2634651142,0.2247254151,1.4454057818
0.2233739472,0.3338496302,0.31026491,0.3525581154,0.281448768,0.2634651142,1.4444824625
0.3310415365,0.2233739472,0.3338496302,0.31026491,0.3525581154,0.281448768,1.4440239122
0.2591858641,0.3310415365,0.2233739472,0.3338496302,0.31026491,0.3525581154,1.4438659446
0.3279697068,0.2591858641,0.3310415365,0.2233739472,0.3338496302,0.31026491,1.4439408832
0.2669119713,0.3279697068,0.2591858641,0.3310415365,0.2233739472,0.3338496302,1.4441572017
0.1796687575,0.2669119713,0.3279697068,0.2591858641,0.3310415365,0.2233739472,1.4444862182
0.2052034931,0.1796687575,0.2669119713,0.3279697068,0.2591858641,0.3310415365,1.4449031571
0.2219284498,0.2052034931,0.1796687575,0.2669119713,0.3279697068,0.2591858641,1.4451726567
0.307192039,0.2219284498,0.2052034931,0.1796687575,0.2669119713,0.3279697068,1.4450154304
0.2922579083,0.307192039,0.2219284498,0.2052034931,0.1796687575,0.2669119713,1.4444906961
0.3264755405,0.2922579083,0.307192039,0.2219284498,0.2052034931,0.1796687575,1.4434627291
0.2749205304,0.3264755405,0.2922579083,0.307192039,0.2219284498,0.2052034931,1.4419987904
0.3325689131,0.2749205304,0.3264755405,0.2922579083,0.307192039,0.2219284498,1.44019785
0.3423580846,0.3325689131,0.2749205304,0.3264755405,0.2922579083,0.307192039,1.4381431467
0.3768486091,0.3423580846,0.3325689131,0.2749205304,0.3264755405,0.2922579083,1.4355812221
0.3109012725,0.3768486091,0.3423580846,0.3325689131,0.2749205304,0.3264755405,1.4327858558
0.2335585385,0.3109012725,0.3768486091,0.3423580846,0.3325689131,0.2749205304,1.4298638072
0.2377157251,0.2335585385,0.3109012725,0.3768486091,0.3423580846,0.3325689131,1.4268345654
0.2488675494,0.2377157251,0.2335585385,0.3109012725,0.3768486091,0.3423580846,1.4235668666
0.3315403928,0.2488675494,0.2377157251,0.2335585385,0.3109012725,0.3768486091,1.4201410533
0.2972075861,0.3315403928,0.2488675494,0.2377157251,0.2335585385,0.3109012725,1.4166240338
0.2995589687,0.2972075861,0.3315403928,0.2488675494,0.2377157251,0.2335585385,1.4130703639
0.4405398607,0.2995589687,0.2972075861,0.3315403928,0.2488675494,0.2377157251,1.4097187269
0.2507351845,0.4405398607,0.2995589687,0.2972075861,0.3315403928,0.2488675494,1.406470395
0.2280559886,0.2507351845,0.4405398607,0.2995589687,0.2972075861,0.3315403928,1.4031821197
0.3437554449,0.2280559886,0.2507351845,0.4405398607,0.2995589687,0.2972075861,1.3999436699
0.2847925291,0.3437554449,0.2280559886,0.2507351845,0.4405398607,0.2995589687,1.3967790396
0.3642830405,0.2847925291,0.3437554449,0.2280559886,0.2507351845,0.4405398607,1.3937069948
0.2808881796,0.3642830405,0.2847925291,0.3437554449,0.2280559886,0.2507351845,1.3905873335
0.2526519306,0.2808881796,0.3642830405,0.2847925291,0.3437554449,0.2280559886,1.3872392208
0.2345418872,0.2526519306,0.2808881796,0.3642830405,0.2847925291,0.3437554449,1.3834573609
0.2198797774,0.2345418872,0.2526519306,0.2808881796,0.3642830405,0.2847925291,1.379413074
0.2093058492,0.2198797774,0.2345418872,0.2526519306,0.2808881796,0.3642830405,1.3749427584
0.2374702479,0.2093058492,0.2198797774,0.2345418872,0.2526519306,0.2808881796,1.370178194
0.2126051894,0.2374702479,0.2093058492,0.2198797774,0.2345418872,0.2526519306,1.365228208
0.2025831801,0.2126051894,0.2374702479,0.2093058492,0.2198797774,0.2345418872,1.3599732086
0.1807535473,0.2025831801,0.2126051894,0.2374702479,0.2093058492,0.2198797774,1.3545627385
0.2553291923,0.1807535473,0.2025831801,0.2126051894,0.2374702479,0.2093058492,1.3494854883
0.3325354261,0.2553291923,0.1807535473,0.2025831801,0.2126051894,0.2374702479,1.3447283199
0.2768110536,0.3325354261,0.2553291923,0.1807535473,0.2025831801,0.2126051894,1.3401018252
0.2403323646,0.2768110536,0.3325354261,0.2553291923,0.1807535473,0.2025831801,1.3356292111
0.1281796671,0.2403323646,0.2768110536,0.3325354261,0.2553291923,0.1807535473,1.3313275469
0.1978596684,0.1281796671,0.2403323646,0.2768110536,0.3325354261,0.2553291923,1.3272471697
0.2071720549,0.1978596684,0.1281796671,0.2403323646,0.2768110536,0.3325354261,1.3236979539
0.2660440013,0.2071720549,0.1978596684,0.1281796671,0.2403323646,0.2768110536,1.3206309304
0.2427714656,0.2660440013,0.2071720549,0.1978596684,0.1281796671,0.2403323646,1.317694739
0.3252709488,0.2427714656,0.2660440013,0.2071720549,0.1978596684,0.1281796671,1.3149158879
0.2496609132,0.3252709488,0.2427714656,0.2660440013,0.2071720549,0.1978596684,1.3122923586
0.2632973993,0.2496609132,0.3252709488,0.2427714656,0.2660440013,0.2071720549,1.3098212794
0.3164614768,0.2632973993,0.2496609132,0.3252709488,0.2427714656,0.2660440013,1.3074810192
0.2950710912,0.3164614768,0.2632973993,0.2496609132,0.3252709488,0.2427714656,1.3052702403
0.2727232743,0.2950710912,0.3164614768,0.2632973993,0.2496609132,0.3252709488,1.302978894
0.2431257035,0.2727232743,0.2950710912,0.3164614768,0.2632973993,0.2496609132,1.3006127506
0.2419601645,0.2431257035,0.2727232743,0.2950710912,0.3164614768,0.2632973993,1.298421765
0.2581795018,0.2419601645,0.2431257035,0.2727232743,0.2950710912,0.3164614768,1.2963943059
0.2034615787,0.2581795018,0.2419601645,0.2431257035,0.2727232743,0.2950710912,1.2945197798
0.198652101,0.2034615787,0.2581795018,0.2419601645,0.2431257035,0.2727232743,1.292782536
0.4017614853,0.198652101,0.2034615787,0.2581795018,0.2419601645,0.2431257035,1.2911373544
0.3085857723,0.4017614853,0.198652101,0.2034615787,0.2581795018,0.2419601645,1.2894862716
0.2808852712,0.3085857723,0.4017614853,0.198652101,0.2034615787,0.2581795018,1.2877757431
0.2298799221,0.2808852712,0.3085857723,0.4017614853,0.198652101,0.2034615787,1.286040605
0.3472209572,0.2298799221,0.2808852712,0.3085857723,0.4017614853,0.198652101,1.2843036952
0.1175587206,0.3472209572,0.2298799221,0.2808852712,0.3085857723,0.4017614853,1.2825829829
0.1993107909,0.1175587206,0.3472209572,0.2298799221,0.2808852712,0.3085857723,1.281254915
0.2270456968,0.1993107909,0.1175587206,0.3472209572,0.2298799221,0.2808852712,1.2803956094
0.2120907425,0.2270456968,0.1993107909,0.1175587206,0.3472209572,0.2298799221,1.279723962
0.2533991414,0.2120907425,0.2270456968,0.1993107909,0.1175587206,0.3472209572,1.2792108956
0.2961573458,0.2533991414,0.2120907425,0.2270456968,0.1993107909,0.1175587206,1.2786970119
0.2584147306,0.2961573458,0.2533991414,0.2120907425,0.2270456968,0.1993107909,1.2781876805
0.2103472594,0.2584147306,0.2961573458,0.2533991414,0.2120907425,0.2270456968,1.2776871124
0.1740012977,0.2103472594,0.2584147306,0.2961573458,0.2533991414,0.2120907425,1.2771382082
0.2068089618,0.1740012977,0.2103472594,0.2584147306,0.2961573458,0.2533991414,1.2766462216
0.283171904,0.2068089618,0.1740012977,0.2103472594,0.2584147306,0.2961573458,1.2761500857
0.2630565502,0.283171904,0.2068089618,0.1740012977,0.2103472594,0.2584147306,1.2758266226
0.2333650914,0.2630565502,0.283171904,0.2068089618,0.1740012977,0.2103472594,1.2754600027
0.2415577565,0.2333650914,0.2630565502,0.283171904,0.2068089618,0.1740012977,1.2750621213
0.1587987565,0.2415577565,0.2333650914,0.2630565502,0.283171904,0.2068089618,1.2746429498
0.1673874365,0.1587987565,0.2415577565,0.2333650914,0.2630565502,0.283171904,1.2744976488
0.2259624047,0.1673874365,0.1587987565,0.2415577565,0.2333650914,0.2630565502,1.2745705521
0.2687729086,0.2259624047,0.1673874365,0.1587987565,0.2415577565,0.2333650914,1.2749049158
0.2411881956,0.2687729086,0.2259624047,0.1673874365,0.1587987565,0.2415577565,1.2757096347
0.2613496782,0.2411881956,0.2687729086,0.2259624047,0.1673874365,0.1587987565,1.2769409056
0.3083626748,0.2613496782,0.2411881956,0.2687729086,0.2259624047,0.1673874365,1.2785063724
0.218220793,0.3083626748,0.2613496782,0.2411881956,0.2687729086,0.2259624047,1.2803283904
0.1946929322,0.218220793,0.3083626748,0.2613496782,0.2411881956,0.2687729086,1.2826404439
0.2285059458,0.1946929322,0.218220793,0.3083626748,0.2613496782,0.2411881956,1.2854656163
0.244780661,0.2285059458,0.1946929322,0.218220793,0.3083626748,0.2613496782,1.2891836647
0.199836878,0.244780661,0.2285059458,0.1946929322,0.218220793,0.3083626748,1.2935416221
0.2870176055,0.199836878,0.244780661,0.2285059458,0.1946929322,0.218220793,1.2979921883
0.2126936379,0.2870176055,0.199836878,0.244780661,0.2285059458,0.1946929322,1.3024766924
0.1635343999,0.2126936379,0.2870176055,0.199836878,0.244780661,0.2285059458,1.3069466302
0.1682665206,0.1635343999,0.2126936379,0.2870176055,0.199836878,0.244780661,1.3114351869
0.1557817603,0.1682665206,0.1635343999,0.2126936379,0.2870176055,0.199836878,1.3159099454
0.2200112478,0.1557817603,0.1682665206,0.1635343999,0.2126936379,0.2870176055,1.3203293328
0.1536839494,0.2200112478,0.1557817603,0.1682665206,0.1635343999,0.2126936379,1.3246616919
0.1315648762,0.1536839494,0.2200112478,0.1557817603,0.1682665206,0.1635343999,1.3289749091
0.1590089129,0.1315648762,0.1536839494,0.2200112478,0.1557817603,0.1682665206,1.3332317739
0.1780179685,0.1590089129,0.1315648762,0.1536839494,0.2200112478,0.1557817603,1.3374023664
0.16867267,0.1780179685,0.1590089129,0.1315648762,0.1536839494,0.2200112478,1.3416239726
0.2457146921,0.16867267,0.1780179685,0.1590089129,0.1315648762,0.1536839494,1.3457076385
0.242840502,0.2457146921,0.16867267,0.1780179685,0.1590089129,0.1315648762,1.3494799554
0.2214408045,0.242840502,0.2457146921,0.16867267,0.1780179685,0.1590089129,1.35296205
0.1800001026,0.2214408045,0.242840502,0.2457146921,0.16867267,0.1780179685,1.356200039
0.2263221727,0.1800001026,0.2214408045,0.242840502,0.2457146921,0.16867267,1.3592078951
0.2238127368,0.2263221727,0.1800001026,0.2214408045,0.242840502,0.2457146921,1.3619993085
0.3007702355,0.2238127368,0.2263221727,0.1800001026,0.2214408045,0.242840502,1.3642203592
0.2722709904,0.3007702355,0.2238127368,0.2263221727,0.1800001026,0.2214408045,1.3658231675
0.1953768496,0.2722709904,0.3007702355,0.2238127368,0.2263221727,0.1800001026,1.3671825645
0.1602261383,0.1953768496,0.2722709904,0.3007702355,0.2238127368,0.2263221727,1.368326828
0.1975872258,0.1602261383,0.1953768496,0.2722709904,0.3007702355,0.2238127368,1.3690646918
0.2991351069,0.1975872258,0.1602261383,0.1953768496,0.2722709904,0.3007702355,1.3694654757
0.2327979822,0.2991351069,0.1975872258,0.1602261383,0.1953768496,0.2722709904,1.3695890071
0.2636294417,0.2327979822,0.2991351069,0.1975872258,0.1602261383,0.1953768496,1.3693357935
0.2838906475,0.2636294417,0.2327979822,0.2991351069,0.1975872258,0.1602261383,1.3686262506
0.3290438887,0.2838906475,0.2636294417,0.2327979822,0.2991351069,0.1975872258,1.3675301464
0.3490184941,0.3290438887,0.2838906475,0.2636294417,0.2327979822,0.2991351069,1.36604923
0.2961765613,0.3490184941,0.3290438887,0.2838906475,0.2636294417,0.2327979822,1.3644284186
0.2986460911,0.2961765613,0.3490184941,0.3290438887,0.2838906475,0.2636294417,1.3627112753
0.3121041794,0.2986460911,0.2961765613,0.3490184941,0.3290438887,0.2838906475,1.3609336887
0.6207838449,0.3121041794,0.2986460911,0.2961765613,0.3490184941,0.3290438887,1.3591256655
0.3192551413,0.6207838449,0.3121041794,0.2986460911,0.2961765613,0.3490184941,1.35700274
0.3068553373,0.3192551413,0.6207838449,0.3121041794,0.2986460911,0.2961765613,1.3545680213
0.2504874273,0.3068553373,0.3192551413,0.6207838449,0.3121041794,0.2986460911,1.3519961095
0.2523095032,0.2504874273,0.3068553373,0.3192551413,0.6207838449,0.3121041794,1.3492295151
0.2973973127,0.2523095032,0.2504874273,0.3068553373,0.3192551413,0.6207838449,1.3463348844
0.2690874764,0.2973973127,0.2523095032,0.2504874273,0.3068553373,0.3192551413,1.3433670685
0.2541064164,0.2690874764,0.2973973127,0.2523095032,0.2504874273,0.3068553373,1.340654329
0.3076876293,0.2541064164,0.2690874764,0.2973973127,0.2523095032,0.2504874273,1.3382116058
0.3141789039,0.3076876293,0.2541064164,0.2690874764,0.2973973127,0.2523095032,1.3360975648
0.2785159582,0.3141789039,0.3076876293,0.2541064164,0.2690874764,0.2973973127,1.3340099417
0.273551091,0.2785159582,0.3141789039,0.3076876293,0.2541064164,0.2690874764,1.3317750813
0.3362356345,0.273551091,0.2785159582,0.3141789039,0.3076876293,0.2541064164,1.3294443859
0.3314444282,0.3362356345,0.273551091,0.2785159582,0.3141789039,0.3076876293,1.3270605718
0.338353094,0.3314444282,0.3362356345,0.273551091,0.2785159582,0.3141789039,1.3246627517
0.2738682125,0.338353094,0.3314444282,0.3362356345,0.273551091,0.2785159582,1.3224853405
0.3030753151,0.2738682125,0.338353094,0.3314444282,0.3362356345,0.273551091,1.3203516465
0.2663965744,0.3030753151,0.2738682125,0.338353094,0.3314444282,0.3362356345,1.3182558011
0.3220847299,0.2663965744,0.3030753151,0.2738682125,0.338353094,0.3314444282,1.3162488358
0.313406346,0.3220847299,0.2663965744,0.3030753151,0.2738682125,0.338353094,1.3143341663
0.3553712288,0.313406346,0.3220847299,0.2663965744,0.3030753151,0.2738682125,1.3125134985
0.3377862689,0.3553712288,0.313406346,0.3220847299,0.2663965744,0.3030753151,1.3109794112
0.4072877899,0.3377862689,0.3553712288,0.313406346,0.3220847299,0.2663965744,1.3095936523
0.4049364817,0.4072877899,0.3377862689,0.3553712288,0.313406346,0.3220847299,1.3082678365
0.2824850311,0.4049364817,0.4072877899,0.3377862689,0.3553712288,0.313406346,1.3069319925
0.2942602418,0.2824850311,0.4049364817,0.4072877899,0.3377862689,0.3553712288,1.3056592688
0.3559043188,0.2942602418,0.2824850311,0.4049364817,0.4072877899,0.3377862689,1.3044507879
0.4098123585,0.3559043188,0.2942602418,0.2824850311,0.4049364817,0.4072877899,1.3033061131
0.3344213604,0.4098123585,0.3559043188,0.2942602418,0.2824850311,0.4049364817,1.302224948
0.3262817675,0.3344213604,0.4098123585,0.3559043188,0.2942602418,0.2824850311,1.3008909814
0.3005018995,0.3262817675,0.3344213604,0.4098123585,0.3559043188,0.2942602418,1.299341633
0.3160167666,0.3005018995,0.3262817675,0.3344213604,0.4098123585,0.3559043188,1.297765968
0.3450195473,0.3160167666,0.3005018995,0.3262817675,0.3344213604,0.4098123585,1.2962003798
0.3402983064,0.3450195473,0.3160167666,0.3005018995,0.3262817675,0.3344213604,1.2946592071
0.2724387279,0.3402983064,0.3450195473,0.3160167666,0.3005018995,0.3262817675,1.2931532299
0.3215911087,0.2724387279,0.3402983064,0.3450195473,0.3160167666,0.3005018995,1.2917489819
0.3797936461,0.3215911087,0.2724387279,0.3402983064,0.3450195473,0.3160167666,1.290436199
0.2840590812,0.3797936461,0.3215911087,0.2724387279,0.3402983064,0.3450195473,1.2891993928
0.3187904936,0.2840590812,0.3797936461,0.3215911087,0.2724387279,0.3402983064,1.2880699046
0.3018104052,0.3187904936,0.2840590812,0.3797936461,0.3215911087,0.2724387279,1.2869354861
0.3840539421,0.3018104052,0.3187904936,0.2840590812,0.3797936461,0.3215911087,1.2858082385
0.2550760257,0.3840539421,0.3018104052,0.3187904936,0.2840590812,0.3797936461,1.2846985508
0.3549688094,0.2550760257,0.3840539421,0.3018104052,0.3187904936,0.2840590812,1.2835309054
0.3876721057,0.3549688094,0.2550760257,0.3840539421,0.3018104052,0.3187904936,1.2822964859
0.3557774671,0.3876721057,0.3549688094,0.2550760257,0.3840539421,0.3018104052,1.2810799075
0.2494513744,0.3557774671,0.3876721057,0.3549688094,0.2550760257,0.3840539421,1.2798473334
0.238047941,0.2494513744,0.3557774671,0.3876721057,0.3549688094,0.2550760257,1.2787248878
0.2502599508,0.238047941,0.2494513744,0.3557774671,0.3876721057,0.3549688094,1.2777027003
0.1867642917,0.2502599508,0.238047941,0.2494513744,0.3557774671,0.3876721057,1.2767719775
0.2039090709,0.1867642917,0.2502599508,0.238047941,0.2494513744,0.3557774671,1.2758862051
0.2463531032,0.2039090709,0.1867642917,0.2502599508,0.238047941,0.2494513744,1.2751624726
0.2553187143,0.2463531032,0.2039090709,0.1867642917,0.2502599508,0.238047941,1.2745987204
0.2542096083,0.2553187143,0.2463531032,0.2039090709,0.1867642917,0.2502599508,1.2741952464
0.2999481687,0.2542096083,0.2553187143,0.2463531032,0.2039090709,0.1867642917,1.2740166167
0.3383291763,0.2999481687,0.2542096083,0.2553187143,0.2463531032,0.2039090709,1.2740219676
0.2950584863,0.3383291763,0.2999481687,0.2542096083,0.2553187143,0.2463531032,1.2741761336
0.260105926,0.2950584863,0.3383291763,0.2999481687,0.2542096083,0.2553187143,1.2745538554
0.253250236,0.260105926,0.2950584863,0.3383291763,0.2999481687,0.2542096083,1.2750844351
0.2666900232,0.253250236,0.260105926,0.2950584863,0.3383291763,0.2999481687,1.2758687256
0.2332530191,0.2666900232,0.253250236,0.260105926,0.2950584863,0.3383291763,1.2774411813
0.22840767,0.2332530191,0.2666900232,0.253250236,0.260105926,0.2950584863,1.2794854437
0.2841183433,0.22840767,0.2332530191,0.2666900232,0.253250236,0.260105926,1.2818936516
0.2651301004,0.2841183433,0.22840767,0.2332530191,0.2666900232,0.253250236,1.2845749687
0.2625298556,0.2651301004,0.2841183433,0.22840767,0.2332530191,0.2666900232,1.2874560281
0.2665343752,0.2625298556,0.2651301004,0.2841183433,0.22840767,0.2332530191,1.2904293597
0.2265536995,0.2665343752,0.2625298556,0.2651301004,0.2841183433,0.22840767,1.2934636239
0.2161101269,0.2265536995,0.2665343752,0.2625298556,0.2651301004,0.2841183433,1.2965386026
0.2061507027,0.2161101269,0.2265536995,0.2665343752,0.2625298556,0.2651301004,1.2993716481
0.2871668577,0.2061507027,0.2161101269,0.2265536995,0.2665343752,0.2625298556,1.3019800225
0.3032594233,0.2871668577,0.2061507027,0.2161101269,0.2265536995,0.2665343752,1.3043803495
0.3297001403,0.3032594233,0.2871668577,0.2061507027,0.2161101269,0.2265536995,1.306429835
0.3214049042,0.3297001403,0.3032594233,0.2871668577,0.2061507027,0.2161101269,1.3082877223
0.3024961357,0.3214049042,0.3297001403,0.3032594233,0.2871668577,0.2061507027,1.3099340599
0.2413836569,0.3024961357,0.3214049042,0.3297001403,0.3032594233,0.2871668577,1.3116233913
0.2476513293,0.2413836569,0.3024961357,0.3214049042,0.3297001403,0.3032594233,1.3133204172
0.2522837097,0.2476513293,0.2413836569,0.3024961357,0.3214049042,0.3297001403,1.3150070147
0.3458973006,0.2522837097,0.2476513293,0.2413836569,0.3024961357,0.3214049042,1.3166687862
