c_norm,c_norm_lag1,c_norm_lag2,c_norm_lag3,c_norm_lag4,c_norm_lag5
0.1792738597,0.2148226722,0.2310820652,0.235732804,0.2961008013,0.3116640227
0.197920219,0.1792738597,0.2148226722,0.2310820652,0.235732804,0.2961008013
0.2339613366,0.197920219,0.1792738597,0.2148226722,0.2310820652,0.235732804
0.2857062604,0.2339613366,0.197920219,0.1792738597,0.2148226722,0.2310820652
0.2676568531,0.2857062604,0.2339613366,0.197920219,0.1792738597,0.2148226722
0.2314652028,0.2676568531,0.2857062604,0.2339613366,0.197920219,0.1792738597
0.268767732,0.2314652028,0.2676568531,0.2857062604,0.2339613366,0.197920219
0.2601922397,0.268767732,0.2314652028,0.2676568531,0.2857062604,0.2339613366
0.2720252386,0.2601922397,0.268767732,0.2314652028,0.2676568531,0.2857062604
0.236168025,0.2720252386,0.2601922397,0.268767732,0.2314652028,0.2676568531
0.2519079075,0.236168025,0.2720252386,0.2601922397,0.268767732,0.2314652028
0.2275096608,0.2519079075,0.236168025,0.2720252386,0.2601922397,0.268767732
0.2531269324,0.2275096608,0.2519079075,0.236168025,0.2720252386,0.2601922397
0.2908529253,0.2531269324,0.2275096608,0.2519079075,0.236168025,0.2720252386
0.3244699488,0.2908529253,0.2531269324,0.2275096608,0.2519079075,0.236168025
0.3258191289,0.3244699488,0.2908529253,0.2531269324,0.2275096608,0.2519079075
0.3554457231,0.3258191289,0.3244699488,0.2908529253,0.2531269324,0.2275096608
0.3381077449,0.3554457231,0.3258191289,0.3244699488,0.2908529253,0.2531269324
0.3262020253,0.3381077449,0.3554457231,0.3258191289,0.3244699488,0.2908529253
0.4513595745,0.3262020253,0.3381077449,0.3554457231,0.3258191289,0.3244699488
0.5678257882,0.4513595745,0.3262020253,0.3381077449,0.3554457231,0.3258191289
0.4523590415,0.5678257882,0.4513595745,0.3262020253,0.3381077449,0.3554457231
0.3643384036,0.4523590415,0.5678257882,0.4513595745,0.3262020253,0.3381077449
0.6269552018,0.3643384036,0.4523590415,0.5678257882,0.4513595745,0.3262020253
0.6025274972,0.6269552018,0.3643384036,0.4523590415,0.5678257882,0.4513595745
0.3957065642,0.6025274972,0.6269552018,0.3643384036,0.4523590415,0.5678257882
0.3634523778,0.3957065642,0.6025274972,0.6269552018,0.3643384036,0.4523590415
0.3615013433,0.3634523778,0.3957065642,0.6025274972,0.6269552018,0.3643384036
0.3013937873,0.3615013433,0.3634523778,0.3957065642,0.6025274972,0.6269552018
0.249772539,0.3013937873,0.3615013433,0.3634523778,0.3957065642,0.6025274972
0.2642803916,0.249772539,0.3013937873,0.3615013433,0.3634523778,0.3957065642
0.2613338356,0.2642803916,0.249772539,0.3013937873,0.3615013433,0.3634523778
0.216482155,0.2613338356,0.2642803916,0.249772539,0.3013937873,0.3615013433
0.2593326394,0.216482155,0.2613338356,0.2642803916,0.249772539,0.3013937873
0.3144330656,0.2593326394,0.216482155,0.2613338356,0.2642803916,0.249772539
0.338800593,0.3144330656,0.2593326394,0.216482155,0.2613338356,0.2642803916
0.3209025154,0.338800593,0.3144330656,0.2593326394,0.216482155,0.2613338356
0.2936229927,0.3209025154,0.338800593,0.3144330656,0.2593326394,0.216482155
0.2160075413,0.2936229927,0.3209025154,0.338800593,0.3144330656,0.2593326394
0.23436129,0.2160075413,0.2936229927,0.3209025154,0.338800593,0.3144330656
0.2652331428,0.23436129,0.2160075413,0.2936229927,0.3209025154,0.338800593
0.2978563481,0.2652331428,0.23436129,0.2160075413,0.2936229927,0.3209025154
0.242538142,0.2978563481,0.2652331428,0.23436129,0.2160075413,0.2936229927
0.2976866377,0.242538142,0.2978563481,0.2652331428,0.23436129,0.2160075413
0.2577659819,0.2976866377,0.242538142,0.2978563481,0.2652331428,0.23436129
0.2419284786,0.2577659819,0.2976866377,0.242538142,0.2978563481,0.2652331428
0.242646167,0.2419284786,0.2577659819,0.2976866377,0.242538142,0.2978563481
0.211693122,0.242646167,0.2419284786,0.2577659819,0.2976866377,0.242538142
0.2345362385,0.211693122,0.242646167,0.2419284786,0.2577659819,0.2976866377
0.1971635436,0.2345362385,0.211693122,0.242646167,0.2419284786,0.2577659819
0.2533722446,0.1971635436,0.2345362385,0.211693122,0.242646167,0.2419284786
0.2474935979,0.2533722446,0.1971635436,0.2345362385,0.211693122,0.242646167
0.2296592135,0.2474935979,0.2533722446,0.1971635436,0.2345362385,0.211693122
0.2390428779,0.2296592135,0.2474935979,0.2533722446,0.1971635436,0.2345362385
0.2849571625,0.2390428779,0.2296592135,0.2474935979,0.2533722446,0.1971635436
0.2934034414,0.2849571625,0.2390428779,0.2296592135,0.2474935979,0.2533722446
0.2469791454,0.2934034414,0.2849571625,0.2390428779,0.2296592135,0.2474935979
0.2260022476,0.2469791454,0.2934034414,0.2849571625,0.2390428779,0.2296592135
0.3536374027,0.2260022476,0.2469791454,0.2934034414,0.2849571625,0.2390428779
0.3891069725,0.3536374027,0.2260022476,0.2469791454,0.2934034414,0.2849571625
0.375998764,0.3891069725,0.3536374027,0.2260022476,0.2469791454,0.2934034414
0.3338076313,0.375998764,0.3891069725,0.3536374027,0.2260022476,0.2469791454
0.34930137,0.3338076313,0.375998764,0.3891069725,0.3536374027,0.2260022476
0.3917975842,0.34930137,0.3338076313,0.375998764,0.3891069725,0.3536374027
0.4472891514,0.3917975842,0.34930137,0.3338076313,0.375998764,0.3891069725
0.3401904225,0.4472891514,0.3917975842,0.34930137,0.3338076313,0.375998764
0.3470547122,0.3401904225,0.4472891514,0.3917975842,0.34930137,0.3338076313
0.3205106075,0.3470547122,0.3401904225,0.4472891514,0.3917975842,0.34930137
0.3424867969,0.3205106075,0.3470547122,0.3401904225,0.4472891514,0.3917975842
0.367683658,0.3424867969,0.3205106075,0.3470547122,0.3401904225,0.4472891514
0.2411626676,0.367683658,0.3424867969,0.3205106075,0.3470547122,0.3401904225
0.3274632812,0.2411626676,0.367683658,0.3424867969,0.3205106075,0.3470547122
0.29241576,0.3274632812,0.2411626676,0.367683658,0.3424867969,0.3205106075
0.2441464824,0.29241576,0.3274632812,0.2411626676,0.367683658,0.3424867969
0.2291847417,0.2441464824,0.29241576,0.3274632812,0.2411626676,0.367683658
0.3066835425,0.2291847417,0.2441464824,0.29241576,0.3274632812,0.2411626676
0.3211151795,0.3066835425,0.2291847417,0.2441464824,0.29241576,0.3274632812
0.2333150873,0.3211151795,0.3066835425,0.2291847417,0.2441464824,0.29241576
0.208825699,0.2333150873,0.3211151795,0.3066835425,0.2291847417,0.2441464824
0.2394020347,0.208825699,0.2333150873,0.3211151795,0.3066835425,0.2291847417
0.2477083035,0.2394020347,0.208825699,0.2333150873,0.3211151795,0.3066835425
0.2332089742,0.2477083035,0.2394020347,0.208825699,0.2333150873,0.3211151795
0.2503528076,0.2332089742,0.2477083035,0.2394020347,0.208825699,0.2333150873
0.2543122561,0.2503528076,0.2332089742,0.2477083035,0.2394020347,0.208825699
0.2391983825,0.2543122561,0.2503528076,0.2332089742,0.2477083035,0.2394020347
0.2438963087,0.2391983825,0.2543122561,0.2503528076,0.2332089742,0.2477083035
0.3028700934,0.2438963087,0.2391983825,0.2543122561,0.2503528076,0.2332089742
0.2672831673,0.3028700934,0.2438963087,0.2391983825,0.2543122561,0.2503528076
0.2964238194,0.2672831673,0.3028700934,0.2438963087,0.2391983825,0.2543122561
0.226933237,0.2964238194,0.2672831673,0.3028700934,0.2438963087,0.2391983825
0.2092043115,0.226933237,0.2964238194,0.2672831673,0.3028700934,0.2438963087
0.1907854408,0.2092043115,0.226933237,0.2964238194,0.2672831673,0.3028700934
0.2553681262,0.1907854408,0.2092043115,0.226933237,0.2964238194,0.2672831673
0.2728291304,0.2553681262,0.1907854408,0.2092043115,0.226933237,0.2964238194
0.2708463774,0.2728291304,0.2553681262,0.1907854408,0.2092043115,0.226933237
0.2407035343,0.2708463774,0.2728291304,0.2553681262,0.1907854408,0.2092043115
0.3055388511,0.2407035343,0.2708463774,0.2728291304,0.2553681262,0.1907854408
0.3311327643,0.3055388511,0.2407035343,0.2708463774,0.2728291304,0.2553681262
0.2655312875,0.3311327643,0.3055388511,0.2407035343,0.2708463774,0.2728291304
0.2062157965,0.2655312875,0.3311327643,0.3055388511,0.2407035343,0.2708463774
0.2091304339,0.2062157965,0.2655312875,0.3311327643,0.3055388511,0.2407035343
0.2158634388,0.2091304339,0.2062157965,0.2655312875,0.3311327643,0.3055388511
0.2525166502,0.2158634388,0.2091304339,0.2062157965,0.2655312875,0.3311327643
0.2483335938,0.2525166502,0.2158634388,0.2091304339,0.2062157965,0.2655312875
0.20806141,0.2483335938,0.2525166502,0.2158634388,0.2091304339,0.2062157965
0.1913884896,0.20806141,0.2483335938,0.2525166502,0.2158634388,0.2091304339
0.1364650248,0.1913884896,0.20806141,0.2483335938,0.2525166502,0.2158634388
0.1234423434,0.1364650248,0.1913884896,0.20806141,0.2483335938,0.2525166502
0.1767155819,0.1234423434,0.1364650248,0.1913884896,0.20806141,0.2483335938
0.2351428318,0.1767155819,0.1234423434,0.1364650248,0.1913884896,0.20806141
0.2547819981,0.2351428318,0.1767155819,0.1234423434,0.1364650248,0.1913884896
0.2071771372,0.2547819981,0.2351428318,0.1767155819,0.1234423434,0.1364650248
0.1838938927,0.2071771372,0.2547819981,0.2351428318,0.1767155819,0.1234423434
0.1866108675,0.1838938927,0.2071771372,0.2547819981,0.2351428318,0.1767155819
0.1700597078,0.1866108675,0.1838938927,0.2071771372,0.2547819981,0.2351428318
0.1772688505,0.1700597078,0.1866108675,0.1838938927,0.2071771372,0.2547819981
0.1949225315,0.1772688505,0.1700597078,0.1866108675,0.1838938927,0.2071771372
0.2165220261,0.1949225315,0.1772688505,0.1700597078,0.1866108675,0.1838938927
0.2414779108,0.2165220261,0.1949225315,0.1772688505,0.1700597078,0.1866108675
0.171346627,0.2414779108,0.2165220261,0.1949225315,0.1772688505,0.1700597078
0.1885258348,0.171346627,0.2414779108,0.2165220261,0.1949225315,0.1772688505
0.1901186744,0.1885258348,0.171346627,0.2414779108,0.2165220261,0.1949225315
0.1998542596,0.1901186744,0.1885258348,0.171346627,0.2414779108,0.2165220261
0.2964999977,0.1998542596,0.1901186744,0.1885258348,0.171346627,0.2414779108
0.2210470499,0.2964999977,0.1998542596,0.1901186744,0.1885258348,0.171346627
0.2817092936,0.2210470499,0.2964999977,0.1998542596,0.1901186744,0.1885258348
0.5464450041,0.2817092936,0.2210470499,0.2964999977,0.1998542596,0.1901186744
0.4568882369,0.5464450041,0.2817092936,0.2210470499,0.2964999977,0.1998542596
0.4615630682,0.4568882369,0.5464450041,0.2817092936,0.2210470499,0.2964999977
0.486258696,0.4615630682,0.4568882369,0.5464450041,0.2817092936,0.2210470499
0.3774997666,0.486258696,0.4615630682,0.4568882369,0.5464450041,0.2817092936
0.3305144907,0.3774997666,0.486258696,0.4615630682,0.4568882369,0.5464450041
0.3225594237,0.3305144907,0.3774997666,0.486258696,0.4615630682,0.4568882369
0.3191434847,0.3225594237,0.3305144907,0.3774997666,0.486258696,0.4615630682
0.3108518216,0.3191434847,0.3225594237,0.3305144907,0.3774997666,0.486258696
0.3045427624,0.3108518216,0.3191434847,0.3225594237,0.3305144907,0.3774997666
0.3421054966,0.3045427624,0.3108518216,0.3191434847,0.3225594237,0.3305144907
0.2999626388,0.3421054966,0.3045427624,0.3108518216,0.3191434847,0.3225594237
0.3085737656,0.2999626388,0.3421054966,0.3045427624,0.3108518216,0.3191434847
0.2812907905,0.3085737656,0.2999626388,0.3421054966,0.3045427624,0.3108518216
0.2095893539,0.2812907905,0.3085737656,0.2999626388,0.3421054966,0.3045427624
0.2308072801,0.2095893539,0.2812907905,0.3085737656,0.2999626388,0.3421054966
0.2090182363,0.2308072801,0.2095893539,0.2812907905,0.3085737656,0.2999626388
0.2599152037,0.2090182363,0.2308072801,0.2095893539,0.2812907905,0.3085737656
0.2275041694,0.2599152037,0.2090182363,0.2308072801,0.2095893539,0.2812907905
0.2117888059,0.2275041694,0.2599152037,0.2090182363,0.2308072801,0.2095893539
0.1852732298,0.2117888059,0.2275041694,0.2599152037,0.2090182363,0.2308072801
0.2020570002,0.1852732298,0.2117888059,0.2275041694,0.2599152037,0.2090182363
0.203154017,0.2020570002,0.1852732298,0.2117888059,0.2275041694,0.2599152037
0.2344359018,0.203154017,0.2020570002,0.1852732298,0.2117888059,0.2275041694
0.2907480371,0.2344359018,0.203154017,0.2020570002,0.1852732298,0.2117888059
0.1995241189,0.2907480371,0.2344359018,0.203154017,0.2020570002,0.1852732298
0.2556040308,0.1995241189,0.2907480371,0.2344359018,0.203154017,0.2020570002
0.3008257112,0.2556040308,0.1995241189,0.2907480371,0.2344359018,0.203154017
0.222571537,0.3008257112,0.2556040308,0.1995241189,0.2907480371,0.2344359018
0.2239215543,0.222571537,0.3008257112,0.2556040308,0.1995241189,0.2907480371
0.231295493,0.2239215543,0.222571537,0.3008257112,0.2556040308,0.1995241189
0.293476417,0.231295493,0.2239215543,0.222571537,0.3008257112,0.2556040308
0.2820672102,0.293476417,0.231295493,0.2239215543,0.222571537,0.3008257112
0.4127367651,0.2820672102,0.293476417,0.231295493,0.2239215543,0.222571537
0.3705187183,0.4127367651,0.2820672102,0.293476417,0.231295493,0.2239215543
0.3158829582,0.3705187183,0.4127367651,0.2820672102,0.293476417,0.231295493
0.4019227415,0.3158829582,0.3705187183,0.4127367651,0.2820672102,0.293476417
0.3595352181,0.4019227415,0.3158829582,0.3705187183,0.4127367651,0.2820672102
0.2699767609,0.3595352181,0.4019227415,0.3158829582,0.3705187183,0.4127367651
0.247865914,0.2699767609,0.3595352181,0.4019227415,0.3158829582,0.3705187183
0.2526228992,0.247865914,0.2699767609,0.3595352181,0.4019227415,0.3158829582
0.2577652722,0.2526228992,0.247865914,0.2699767609,0.3595352181,0.4019227415
0.2828948899,0.2577652722,0.2526228992,0.247865914,0.2699767609,0.3595352181
0.2838149986,0.2828948899,0.2577652722,0.2526228992,0.247865914,0.2699767609
0.2468687028,0.2838149986,0.2828948899,0.2577652722,0.2526228992,0.247865914
0.2937746435,0.2468687028,0.2838149986,0.2828948899,0.2577652722,0.2526228992
0.299925835,0.2937746435,0.2468687028,0.2838149986,0.2828948899,0.2577652722
0.2659628285,0.299925835,0.2937746435,0.2468687028,0.2838149986,0.2828948899
0.2717522559,0.2659628285,0.299925835,0.2937746435,0.2468687028,0.2838149986
0.3240637362,0.2717522559,0.2659628285,0.299925835,0.2937746435,0.2468687028
0.2770910804,0.3240637362,0.2717522559,0.2659628285,0.299925835,0.2937746435
0.2000651812,0.2770910804,0.3240637362,0.2717522559,0.2659628285,0.299925835
0.2280937371,0.2000651812,0.2770910804,0.3240637362,0.2717522559,0.2659628285
0.2167245534,0.2280937371,0.2000651812,0.2770910804,0.3240637362,0.2717522559
0.2723829698,0.2167245534,0.2280937371,0.2000651812,0.2770910804,0.3240637362
0.4204447462,0.2723829698,0.2167245534,0.2280937371,0.2000651812,0.2770910804
0.3077524637,0.4204447462,0.2723829698,0.2167245534,0.2280937371,0.2000651812
0.2436477371,0.3077524637,0.4204447462,0.2723829698,0.2167245534,0.2280937371
0.2663567359,0.2436477371,0.3077524637,0.4204447462,0.2723829698,0.2167245534
0.2369907465,0.2663567359,0.2436477371,0.3077524637,0.4204447462,0.2723829698
0.2184215717,0.2369907465,0.2663567359,0.2436477371,0.3077524637,0.4204447462
0.2483018014,0.2184215717,0.2369907465,0.2663567359,0.2436477371,0.3077524637
0.229696974,0.2483018014,0.2184215717,0.2369907465,0.2663567359,0.2436477371
0.2207104553,0.229696974,0.2483018014,0.2184215717,0.2369907465,0.2663567359
0.295259192,0.2207104553,0.229696974,0.2483018014,0.2184215717,0.2369907465
0.2375076798,0.295259192,0.2207104553,0.229696974,0.2483018014,0.2184215717
0.2160400118,0.2375076798,0.295259192,0.2207104553,0.229696974,0.2483018014
0.2125851456,0.2160400118,0.2375076798,0.295259192,0.2207104553,0.229696974
0.2452579236,0.2125851456,0.2160400118,0.2375076798,0.295259192,0.2207104553
0.2600348799,0.2452579236,0.2125851456,0.2160400118,0.2375076798,0.295259192
0.292871654,0.2600348799,0.2452579236,0.2125851456,0.2160400118,0.2375076798
0.29974794,0.292871654,0.2600348799,0.2452579236,0.2125851456,0.2160400118
0.245883808,0.29974794,0.292871654,0.2600348799,0.2452579236,0.2125851456
0.201642509,0.245883808,0.29974794,0.292871654,0.2600348799,0.2452579236
0.2474132512,0.201642509,0.245883808,0.29974794,0.292871654,0.2600348799
0.2656511164,0.2474132512,0.201642509,0.245883808,0.29974794,0.292871654
0.2989001751,0.2656511164,0.2474132512,0.201642509,0.245883808,0.29974794
0.2346987334,0.2989001751,0.2656511164,0.2474132512,0.201642509,0.245883808
0.1784060191,0.2346987334,0.2989001751,0.2656511164,0.2474132512,0.201642509
0.2407403755,0.1784060191,0.2346987334,0.2989001751,0.2656511164,0.2474132512
0.2061591539,0.2407403755,0.1784060191,0.2346987334,0.2989001751,0.2656511164
0.2057161544,0.2061591539,0.2407403755,0.1784060191,0.2346987334,0.2989001751
0.2511834052,0.2057161544,0.2061591539,0.2407403755,0.1784060191,0.2346987334
0.2587415067,0.2511834052,0.2057161544,0.2061591539,0.2407403755,0.1784060191
0.2572822614,0.2587415067,0.2511834052,0.2057161544,0.2061591539,0.2407403755
0.2249794974,0.2572822614,0.2587415067,0.2511834052,0.2057161544,0.2061591539
0.2207776026,0.2249794974,0.2572822614,0.2587415067,0.2511834052,0.2057161544
0.2442374578,0.2207776026,0.2249794974,0.2572822614,0.2587415067,0.2511834052
0.2766536273,0.2442374578,0.2207776026,0.2249794974,0.2572822614,0.2587415067
0.3080940383,0.2766536273,0.2442374578,0.2207776026,0.2249794974,0.2572822614
0.3476899555,0.3080940383,0.2766536273,0.2442374578,0.2207776026,0.2249794974
0.3600181599,0.3476899555,0.3080940383,0.2766536273,0.2442374578,0.2207776026
0.3338098423,0.3600181599,0.3476899555,0.3080940383,0.2766536273,0.2442374578
0.2880918173,0.3338098423,0.3600181599,0.3476899555,0.3080940383,0.2766536273
0.3622825759,0.2880918173,0.3338098423,0.3600181599,0.3476899555,0.3080940383
0.2805855364,0.3622825759,0.2880918173,0.3338098423,0.3600181599,0.3476899555
0.2640401162,0.2805855364,0.3622825759,0.2880918173,0.3338098423,0.3600181599
0.3077647256,0.2640401162,0.2805855364,0.3622825759,0.2880918173,0.3338098423
0.2477432074,0.3077647256,0.2640401162,0.2805855364,0.3622825759,0.2880918173
0.3150034094,0.2477432074,0.3077647256,0.2640401162,0.2805855364,0.3622825759
0.2567854381,0.3150034094,0.2477432074,0.3077647256,0.2640401162,0.2805855364
0.2349045684,0.2567854381,0.3150034094,0.2477432074,0.3077647256,0.2640401162
0.2415180044,0.2349045684,0.2567854381,0.3150034094,0.2477432074,0.3077647256
0.2856066022,0.2415180044,0.2349045684,0.2567854381,0.3150034094,0.2477432074
0.2603801628,0.2856066022,0.2415180044,0.2349045684,0.2567854381,0.3150034094
0.161595623,0.2603801628,0.2856066022,0.2415180044,0.2349045684,0.2567854381
0.1656986754,0.161595623,0.2603801628,0.2856066022,0.2415180044,0.2349045684
0.219185593,0.1656986754,0.161595623,0.2603801628,0.2856066022,0.2415180044
0.231188435,0.219185593,0.1656986754,0.161595623,0.2603801628,0.2856066022
0.2549905808,0.231188435,0.219185593,0.1656986754,0.161595623,0.2603801628
0.2110827756,0.2549905808,0.231188435,0.219185593,0.1656986754,0.161595623
0.227186781,0.2110827756,0.2549905808,0.231188435,0.219185593,0.1656986754
0.2030161794,0.227186781,0.2110827756,0.2549905808,0.231188435,0.219185593
0.2110864926,0.2030161794,0.227186781,0.2110827756,0.2549905808,0.231188435
0.2435777315,0.2110864926,0.2030161794,0.227186781,0.2110827756,0.2549905808
0.2565850354,0.2435777315,0.2110864926,0.2030161794,0.227186781,0.2110827756
0.2372177215,0.2565850354,0.2435777315,0.2110864926,0.2030161794,0.227186781
0.2190262245,0.2372177215,0.2565850354,0.2435777315,0.2110864926,0.2030161794
0.2873521185,0.2190262245,0.2372177215,0.2565850354,0.2435777315,0.2110864926
0.2739539407,0.2873521185,0.2190262245,0.2372177215,0.2565850354,0.2435777315
0.2568124837,0.2739539407,0.2873521185,0.2190262245,0.2372177215,0.2565850354
0.253169457,0.2568124837,0.2739539407,0.2873521185,0.2190262245,0.2372177215
0.2198715446,0.253169457,0.2568124837,0.2739539407,0.2873521185,0.2190262245
0.2803428122,0.2198715446,0.253169457,0.2568124837,0.2739539407,0.2873521185
0.3282028617,0.2803428122,0.2198715446,0.253169457,0.2568124837,0.2739539407
0.3633918204,0.3282028617,0.2803428122,0.2198715446,0.253169457,0.2568124837
0.5458464488,0.3633918204,0.3282028617,0.2803428122,0.2198715446,0.253169457
0.3830619971,0.5458464488,0.3633918204,0.3282028617,0.2803428122,0.2198715446
0.3033148775,0.3830619971,0.5458464488,0.3633918204,0.3282028617,0.2803428122
0.2436501816,0.3033148775,0.3830619971,0.5458464488,0.3633918204,0.3282028617
0.228834476,0.2436501816,0.3033148775,0.3830619971,0.5458464488,0.3633918204
0.2485317702,0.228834476,0.2436501816,0.3033148775,0.3830619971,0.5458464488
0.2882435312,0.2485317702,0.228834476,0.2436501816,0.3033148775,0.3830619971
0.2572104747,0.2882435312,0.2485317702,0.228834476,0.2436501816,0.3033148775
0.2362900189,0.2572104747,0.2882435312,0.2485317702,0.228834476,0.2436501816
0.3254415503,0.2362900189,0.2572104747,0.2882435312,0.2485317702,0.228834476
0.436506812,0.3254415503,0.2362900189,0.2572104747,0.2882435312,0.2485317702
0.3661323814,0.436506812,0.3254415503,0.2362900189,0.2572104747,0.2882435312
0.3054554954,0.3661323814,0.436506812,0.3254415503,0.2362900189,0.2572104747
0.3127915887,0.3054554954,0.3661323814,0.436506812,0.3254415503,0.2362900189
0.2873096082,0.3127915887,0.3054554954,0.3661323814,0.436506812,0.3254415503
0.2777272893,0.2873096082,0.3127915887,0.3054554954,0.3661323814,0.436506812
0.261442721,0.2777272893,0.2873096082,0.3127915887,0.3054554954,0.3661323814
0.2573801456,0.261442721,0.2777272893,0.2873096082,0.3127915887,0.3054554954
0.2573764863,0.2573801456,0.261442721,0.2777272893,0.2873096082,0.3127915887
0.2272518793,0.2573764863,0.2573801456,0.261442721,0.2777272893,0.2873096082
0.3403139238,0.2272518793,0.2573764863,0.2573801456,0.261442721,0.2777272893
0.4686857437,0.3403139238,0.2272518793,0.2573764863,0.2573801456,0.261442721
0.4151658208,0.4686857437,0.3403139238,0.2272518793,0.2573764863,0.2573801456
0.4011179532,0.4151658208,0.4686857437,0.3403139238,0.2272518793,0.2573764863
0.2909701209,0.4011179532,0.4151658208,0.4686857437,0.3403139238,0.2272518793
0.3037428091,0.2909701209,0.4011179532,0.4151658208,0.4686857437,0.3403139238
0.2670367935,0.3037428091,0.2909701209,0.4011179532,0.4151658208,0.4686857437
0.3180633022,0.2670367935,0.3037428091,0.2909701209,0.4011179532,0.4151658208
0.2544095037,0.3180633022,0.2670367935,0.3037428091,0.2909701209,0.4011179532
0.2163666516,0.2544095037,0.3180633022,0.2670367935,0.3037428091,0.2909701209
0.3241755929,0.2163666516,0.2544095037,0.3180633022,0.2670367935,0.3037428091
0.3158150995,0.3241755929,0.2163666516,0.2544095037,0.3180633022,0.2670367935
0.3398161371,0.3158150995,0.3241755929,0.2163666516,0.2544095037,0.3180633022
0.2849378545,0.3398161371,0.3158150995,0.3241755929,0.2163666516,0.2544095037
0.3665757498,0.2849378545,0.3398161371,0.3158150995,0.3241755929,0.2163666516
0.2481774598,0.3665757498,0.2849378545,0.3398161371,0.3158150995,0.3241755929
0.2406551358,0.2481774598,0.3665757498,0.2849378545,0.3398161371,0.3158150995
0.3546359881,0.2406551358,0.2481774598,0.3665757498,0.2849378545,0.3398161371
0.3481313949,0.3546359881,0.2406551358,0.2481774598,0.3665757498,0.2849378545
0.3245861928,0.3481313949,0.3546359881,0.2406551358,0.2481774598,0.3665757498
0.3216921774,0.3245861928,0.3481313949,0.3546359881,0.2406551358,0.2481774598
0.2442495751,0.3216921774,0.3245861928,0.3481313949,0.3546359881,0.2406551358
0.195470071,0.2442495751,0.3216921774,0.3245861928,0.3481313949,0.3546359881
0.2342520262,0.195470071,0.2442495751,0.3216921774,0.3245861928,0.3481313949
0.275039647,0.2342520262,0.195470071,0.2442495751,0.3216921774,0.3245861928
0.2637712356,0.275039647,0.2342520262,0.195470071,0.2442495751,0.3216921774
0.287859006,0.2637712356,0.275039647,0.2342520262,0.195470071,0.2442495751
0.264443224,0.287859006,0.2637712356,0.275039647,0.2342520262,0.195470071
0.2529842064,0.264443224,0.287859006,0.2637712356,0.275039647,0.2342520262
0.2261252794,0.2529842064,0.264443224,0.287859006,0.2637712356,0.275039647
0.2140760497,0.2261252794,0.2529842064,0.264443224,0.287859006,0.2637712356
0.2147844521,0.2140760497,0.2261252794,0.2529842064,0.264443224,0.287859006
0.2475001302,0.2147844521,0.2140760497,0.2261252794,0.2529842064,0.264443224
0.2923080818,0.2475001302,0.2147844521,0.2140760497,0.2261252794,0.2529842064
0.2784061451,0.2923080818,0.2475001302,0.2147844521,0.2140760497,0.2261252794
0.2564698033,0.2784061451,0.2923080818,0.2475001302,0.2147844521,0.2140760497
0.2660898022,0.2564698033,0.2784061451,0.2923080818,0.2475001302,0.2147844521
0.2496394928,0.2660898022,0.2564698033,0.2784061451,0.2923080818,0.2475001302
0.2284551897,0.2496394928,0.2660898022,0.2564698033,0.2784061451,0.2923080818
0.2181845916,0.2284551897,0.2496394928,0.2660898022,0.2564698033,0.2784061451
0.2193739966,0.2181845916,0.2284551897,0.2496394928,0.2660898022,0.2564698033
0.2979103439,0.2193739966,0.2181845916,0.2284551897,0.2496394928,0.2660898022
0.3143544272,0.2979103439,0.2193739966,0.2181845916,0.2284551897,0.2496394928
0.2546468902,0.3143544272,0.2979103439,0.2193739966,0.2181845916,0.2284551897
0.236354792,0.2546468902,0.3143544272,0.2979103439,0.2193739966,0.2181845916
0.301772274,0.236354792,0.2546468902,0.3143544272,0.2979103439,0.2193739966
0.3090550772,0.301772274,0.236354792,0.2546468902,0.3143544272,0.2979103439
0.2662619118,0.3090550772,0.301772274,0.236354792,0.2546468902,0.3143544272
0.2435625563,0.2662619118,0.3090550772,0.301772274,0.236354792,0.2546468902
0.2147355846,0.2435625563,0.2662619118,0.3090550772,0.301772274,0.236354792
0.2673982996,0.2147355846,0.2435625563,0.2662619118,0.3090550772,0.301772274
0.2954988523,0.2673982996,0.2147355846,0.2435625563,0.2662619118,0.3090550772
0.2385573432,0.2954988523,0.2673982996,0.2147355846,0.2435625563,0.2662619118
0.2341939277,0.2385573432,0.2954988523,0.2673982996,0.2147355846,0.2435625563
0.235815446,0.2341939277,0.2385573432,0.2954988523,0.2673982996,0.2147355846
0.3317178408,0.235815446,0.2341939277,0.2385573432,0.2954988523,0.2673982996
0.2213554179,0.3317178408,0.235815446,0.2341939277,0.2385573432,0.2954988523
0.2138493316,0.2213554179,0.3317178408,0.235815446,0.2341939277,0.2385573432
0.2306172831,0.2138493316,0.2213554179,0.3317178408,0.235815446,0.2341939277
0.2255324452,0.2306172831,0.2138493316,0.2213554179,0.3317178408,0.235815446
0.2125920642,0.2255324452,0.2306172831,0.2138493316,0.2213554179,0.3317178408
0.157460267,0.2125920642,0.2255324452,0.2306172831,0.2138493316,0.2213554179
0.1643952148,0.157460267,0.2125920642,0.2255324452,0.2306172831,0.2138493316
0.1839988043,0.1643952148,0.157460267,0.2125920642,0.2255324452,0.2306172831
0.2200732784,0.1839988043,0.1643952148,0.157460267,0.2125920642,0.2255324452
0.2125777419,0.2200732784,0.1839988043,0.1643952148,0.157460267,0.2125920642
