S_Log_All_Crisis_Yes,S_Log_Exchange,Date,greece
7.575205,0.2783475,20120329,10.638187202
7.564782,0.2786986,20120330,10.4411837352
7.548026,0.2790733,20120331,9.6531698684
7.523759,0.2794566,20120401,9.8501733351
7.503825,0.2798521,20120402,10.0471768018
7.487941,0.280094,20120403,10.638187202
7.475419,0.2801618,20120404,11.0321941354
7.46769,0.280107,20120405,11.4262010688
7.458087,0.2799533,20120406,10.4411837352
7.445884,0.2797212,20120407,9.4561664017
7.431163,0.2794264,20120408,11.2291976021
7.419619,0.2790691,20120409,11.2291976021
7.412924,0.2786923,20120410,11.4262010688
7.409371,0.2783545,20120411,11.0321941354
7.409006,0.2779839,20120412,10.4411837352
7.413831,0.2775903,20120413,9.0621594683
7.417316,0.2771822,20120414,9.259162935
7.42081,0.2767548,20120415,9.8501733351
7.426502,0.2763589,20120416,12.0172114689
7.436631,0.2759917,20120417,12.2142149356
7.448384,0.275659,20120418,12.608221869
7.460625,0.2754183,20120419,12.2142149356
7.46549,0.2752546,20120420,11.0321941354
7.464905,0.2751549,20120421,9.6531698684
7.462402,0.2750449,20120422,12.0172114689
7.461879,0.274987,20120423,12.2142149356
7.462841,0.2749741,20120424,12.0172114689
7.465232,0.2750145,20120425,11.8202080022
7.470211,0.2751096,20120426,12.0172114689
7.476513,0.2752482,20120427,11.6232045355
7.474921,0.2754206,20120428,9.8501733351
7.467082,0.2756043,20120429,11.8202080022
7.460838,0.2757931,20120430,13.0022288024
7.45684,0.2759294,20120501,13.3962357358
7.455936,0.2760167,20120502,12.4112184023
7.45555,0.2760206,20120503,12.2142149356
7.455492,0.2759569,20120504,12.0172114689
7.451664,0.2758392,20120505,11.2291976021
7.448151,0.275649,20120506,16.548291203
7.450971,0.2753736,20120507,16.7452946697
7.458093,0.2749851,20120508,15.7602773362
7.467622,0.2745125,20120509,16.3512877363
7.468221,0.2739597,20120510,15.1692669361
7.473182,0.2733473,20120511,13.5932392025
7.47713,0.2726929,20120512,11.8202080022
7.481349,0.2719412,20120513,15.3662704028
7.489753,0.2710572,20120514,18.9123328035
7.501442,0.2700444,20120515,18.9123328035
7.516676,0.2689209,20120516,20.6853640038
7.534845,0.2677282,20120517,20.6853640038
7.55353,0.2664916,20120518,17.7303120033
7.571956,0.2652318,20120519,14.1842496026
7.587442,0.2640033,20120520,15.3662704028
7.603177,0.2627859,20120521,15.9572808029
7.617341,0.2614584,20120522,17.7303120033
7.63071,0.2600662,20120523,18.9123328035
7.64285,0.2585837,20120524,17.7303120033
7.653821,0.2570428,20120525,15.9572808029
7.657646,0.2554701,20120526,18.3213224034
7.655051,0.2538873,20120527,19.5033432036
7.653424,0.2522883,20120528,17.7303120033
7.657134,0.2506253,20120529,16.548291203
7.663797,0.248894,20120530,15.9572808029
7.665601,0.24717,20120531,15.3662704028
7.661611,0.2454691,20120601,14.1842496026
7.653433,0.2438039,20120602,13.0022288024
7.642128,0.2422444,20120603,14.7752600027
7.632276,0.2407398,20120604,13.5932392025
7.624667,0.239373,20120605,14.7752600027
7.619269,0.2381579,20120606,15.3662704028
7.599273,0.237009,20120607,17.7303120033
7.586225,0.2359254,20120608,40.1887072074
7.577052,0.2349055,20120609,19.5033432036
7.570504,0.2339649,20120610,17.1393016031
7.56996,0.2330764,20120611,17.1393016031
7.571314,0.2323339,20120612,27.186478405
7.575891,0.2317266,20120613,19.5033432036
7.581704,0.2312547,20120614,18.3213224034
7.590168,0.2308972,20120615,18.3213224034
7.596039,0.2306359,20120616,38.415676007
7.603675,0.2304115,20120617,49.6448736091
7.61746,0.2303095,20120618,27.7774888051
7.633763,0.2303164,20120619,19.5033432036
7.652632,0.2303187,20120620,20.0943536037
7.671735,0.2302848,20120621,23.6404160043
7.690838,0.2302219,20120622,59.1010400108
7.70022,0.2301361,20120623,37.2336552068
7.704424,0.2299806,20120624,20.6853640038
7.702285,0.2297631,20120625,17.1393016031
7.704503,0.2294863,20120626,15.9572808029
7.708858,0.2291449,20120627,15.3662704028
7.711231,0.2289418,20120628,13.5932392025
7.71099,0.2288529,20120629,13.5932392025
7.702592,0.2288572,20120630,12.4112184023
7.688766,0.2288706,20120701,13.0022288024
7.677583,0.2289197,20120702,13.5932392025
7.667828,0.2289972,20120703,13.5932392025
7.65845,0.2289083,20120704,13.5932392025
7.651094,0.2286035,20120705,13.5932392025
7.644163,0.2281268,20120706,12.4112184023
7.631461,0.2275158,20120707,12.4112184023
7.615767,0.226815,20120708,13.0022288024
7.602419,0.2260128,20120709,13.5932392025
7.590926,0.2251273,20120710,13.5932392025
7.582165,0.2241465,20120711,12.4112184023
7.567907,0.2231253,20120712,13.5932392025
7.556026,0.2220815,20120713,13.0022288024
7.541413,0.22103,20120714,13.5932392025
7.524996,0.2200112,20120715,13.5932392025
7.511144,0.2190023,20120716,13.5932392025
7.499273,0.2180333,20120717,13.5932392025
7.482898,0.2171033,20120718,13.0022288024
7.472063,0.2161478,20120719,12.4112184023
7.466149,0.2151811,20120720,11.8202080022
7.456854,0.2142151,20120721,12.4112184023
7.444824,0.2132182,20120722,13.5932392025
7.436887,0.2121533,20120723,13.0022288024
7.434973,0.2111018,20120724,13.5932392025
7.435865,0.2101929,20120725,13.5932392025
7.438797,0.2094816,20120726,14.1842496026
7.440742,0.2089376,20120727,13.0022288024
7.437867,0.2085345,20120728,14.7752600027
7.431926,0.208152,20120729,13.5932392025
7.42694,0.207843,20120730,13.0022288024
7.423243,0.2075836,20120731,13.0022288024
7.420882,0.2072443,20120801,13.0022288024
7.416331,0.20704,20120802,11.8202080022
7.411349,0.2069472,20120803,11.2291976021
7.40166,0.2069456,20120804,10.638187202
7.391356,0.2070437,20120805,11.2291976021
7.38438,0.2072216,20120806,12.4112184023
7.379707,0.2074155,20120807,13.0022288024
7.37489,0.2075506,20120808,11.8202080022
7.369639,0.2076531,20120809,10.5068515575
7.359758,0.2077281,20120810,11.0321941354
7.347093,0.20778,20120811,10.375515913
7.33197,0.2078461,20120812,13.1335644469
7.320504,0.2079149,20120813,12.34555058
7.311814,0.2079518,20120814,12.2142149356
7.293922,0.2080178,20120815,11.8202080022
7.280571,0.2080734,20120816,11.0321941354
7.27191,0.20812,20120817,10.5068515575
7.261032,0.2081589,20120818,10.2441802685
7.250782,0.2082138,20120819,12.2142149356
7.244455,0.2083852,20120820,11.5575367132
7.241531,0.2086492,20120821,12.608221869
7.245593,0.2090742,20120822,12.4768862245
7.254818,0.2095854,20120823,11.5575367132
7.268969,0.2101615,20120824,11.0321941354
7.263114,0.2107843,20120825,11.1635297798
7.254739,0.2114235,20120826,11.5575367132
7.248566,0.2121096,20120827,11.8202080022
7.246184,0.212806,20120828,12.34555058
7.234427,0.2134711,20120829,11.9515436466
7.226186,0.2141687,20120830,10.7695228464
7.222484,0.2148858,20120831,10.9008584909
7.214194,0.2156113,20120901,10.1128446241
7.204797,0.2163366,20120902,12.0828792911
7.199241,0.2170448,20120903,12.8708931579
7.185248,0.2177615,20120904,11.6888723577
7.178194,0.2184961,20120905,11.9515436466
7.17693,0.2193716,20120906,12.0828792911
7.180256,0.2203526,20120907,11.1635297798
7.183173,0.2214091,20120908,11.6888723577
7.184301,0.2225155,20120909,12.2142149356
7.188569,0.2237004,20120910,11.9515436466
7.196228,0.2249648,20120911,13.0022288024
7.205442,0.2262951,20120912,11.9515436466
7.21405,0.227842,20120913,11.5575367132
7.225637,0.2295489,20120914,11.2948654243
7.236077,0.2313682,20120915,10.5068515575
7.242329,0.2332475,20120916,12.4768862245
7.250053,0.2351,20120917,11.9515436466
7.258596,0.2369231,20120918,11.6888723577
7.267118,0.2386142,20120919,11.9515436466
7.276829,0.2402137,20120920,11.2948654243
7.287328,0.2417232,20120921,10.375515913
7.291732,0.2431445,20120922,10.2441802685
7.291871,0.2444178,20120923,9.8501733351
7.292063,0.2455862,20120924,10.5068515575
7.29514,0.2465859,20120925,11.4262010688
7.302736,0.247456,20120926,12.4768862245
7.313631,0.2481985,20120927,11.5575367132
7.324941,0.2488302,20120928,10.375515913
7.331346,0.2493658,20120929,9.9815089796
7.333187,0.2498525,20120930,11.0321941354
7.33567,0.250334,20121001,10.7695228464
7.339588,0.2507741,20121002,11.2948654243
7.344637,0.2512472,20121003,10.9008584909
7.351887,0.2517869,20121004,10.9008584909
7.3629,0.2523751,20121005,9.7188376907
7.369476,0.2529967,20121006,8.1428099571
7.370891,0.2536392,20121007,10.1128446241
7.374104,0.254151,20121008,10.7695228464
7.381852,0.2545612,20121009,12.4768862245
7.390219,0.2549159,20121010,11.6888723577
7.399388,0.2552361,20121011,11.1635297798
7.408925,0.2555251,20121012,11.9515436466
7.411136,0.255786,20121013,8.6681525349
7.406454,0.2560245,20121014,10.7695228464
7.40425,0.2563088,20121015,10.5068515575
7.403383,0.2567014,20121016,11.0321941354
7.404835,0.2571573,20121017,10.5068515575
7.407116,0.2575955,20121018,10.9008584909
7.411517,0.258015,20121019,9.5875020462
7.407825,0.2584153,20121020,9.3248307573
7.401171,0.2588273,20121021,9.5875020462
7.395171,0.2591741,20121022,10.5068515575
7.390328,0.2594453,20121023,10.375515913
7.387194,0.2596617,20121024,10.1128446241
7.382092,0.2598163,20121025,9.9815089796
7.378386,0.2599191,20121026,8.6681525349
7.371031,0.2599791,20121027,7.8801386681
7.359929,0.259979,20121028,9.1934951128
7.352533,0.2599865,20121029,9.3248307573
7.346757,0.2599841,20121030,8.9308238239
7.343106,0.2599573,20121031,8.9308238239
7.3403,0.2598421,20121101,9.8501733351
7.337796,0.2596564,20121102,9.3248307573
7.329161,0.2594154,20121103,7.7488030236
7.320022,0.2590869,20121104,8.7994881794
7.313589,0.2587125,20121105,9.5875020462
7.309668,0.2582587,20121106,9.4705812895
7.30808,0.2577301,20121107,10.8736303695
7.307907,0.2571267,20121108,10.8736303695
7.308833,0.2564686,20121109,9.4705812895
7.304652,0.2557728,20121110,7.8336906963
7.297355,0.2550535,20121111,9.5875020462
7.297363,0.254323,20121112,10.4059473428
7.300622,0.2536097,20121113,10.7567096128
7.307936,0.2529512,20121114,11.6920756661
7.317096,0.2522903,20121115,10.0551850728
7.327438,0.251634,20121116,9.2367397762
7.334126,0.250988,20121117,8.4182944796
7.336502,0.2504282,20121118,9.0028982629
7.341085,0.24995,20121119,9.8213435595
7.346353,0.2495442,20121120,9.5875020462
7.351547,0.2492012,20121121,8.8859775062
7.354899,0.2490234,20121122,8.4182944796
7.356515,0.2489812,20121123,8.4182944796
7.352103,0.2490493,20121124,7.599849183
7.34493,0.2492114,20121125,8.4182944796
7.34125,0.2494279,20121126,9.9382643162
7.338758,0.2496733,20121127,10.0551850728
7.339638,0.2499627,20121128,9.5875020462
7.343384,0.2503289,20121129,9.8213435595
7.348782,0.2507535,20121130,8.4182944796
7.346928,0.2512213,20121201,7.249086913
7.33879,0.2517622,20121202,8.4182944796
7.33396,0.2523685,20121203,10.0551850728
7.330677,0.2530186,20121204,9.4705812895
7.326943,0.253614,20121205,9.2367397762
7.323634,0.2541391,20121206,9.1198190196
7.32142,0.2546019,20121207,8.0675322096
7.31237,0.2550097,20121208,7.3660076696
7.299817,0.2553596,20121209,8.3013737229
7.291192,0.2557069,20121210,9.1198190196
7.284499,0.256084,20121211,8.7690567496
7.279392,0.2565113,20121212,9.1198190196
7.278088,0.2570184,20121213,8.6521359929
7.278196,0.2575853,20121214,8.4182944796
7.273949,0.2581947,20121215,6.547562373
7.264363,0.2588592,20121216,7.950611453
7.25746,0.2596034,20121217,8.8859775062
7.252539,0.2604318,20121218,8.7690567496
7.248646,0.261293,20121219,8.8859775062
7.247056,0.2621281,20121220,8.1844529663
7.245874,0.2629339,20121221,6.6644831297
7.240959,0.2637076,20121222,6.7814038863
7.230165,0.2644578,20121223,6.898324643
7.215622,0.2651812,20121224,7.249086913
7.193278,0.2659128,20121225,7.1321661563
7.1688,0.2666438,20121226,7.3660076696
7.146078,0.267361,20121227,7.950611453
7.126757,0.2680597,20121228,7.7167699396
7.10629,0.2687365,20121229,9.3536605329
7.082931,0.2693631,20121230,8.0675322096
7.060442,0.2699427,20121231,8.0675322096
7.036283,0.2704853,20130101,8.5352152363
7.01499,0.2709278,20130102,8.6521359929
6.997053,0.2712367,20130103,8.6521359929
6.980873,0.2714343,20130104,9.2367397762
6.963943,0.2715398,20130105,8.8859775062
6.945483,0.2716093,20130106,10.1721058295
6.932231,0.2716253,20130107,9.8213435595
6.92365,0.2716055,20130108,10.8736303695
6.921026,0.2716648,20130109,10.2890265862
6.92369,0.2718878,20130110,10.4059473428
6.931376,0.2722411,20130111,9.8213435595
6.938227,0.2726965,20130112,9.0028982629
6.943012,0.2732418,20130113,10.6397888562
6.950675,0.2738345,20130114,10.9905511261
6.961216,0.2744318,20130115,10.1721058295
6.972634,0.275065,20130116,10.2890265862
6.984733,0.2756814,20130117,9.5875020462
6.99705,0.2762778,20130118,9.3536605329
7.004567,0.2768523,20130119,9.7044228029
6.998324,0.277403,20130120,9.8213435595
6.996208,0.2779299,20130121,9.8213435595
6.997576,0.2784352,20130122,10.0551850728
6.988822,0.2789705,20130123,9.3536605329
6.985595,0.2795826,20130124,10.0551850728
6.986809,0.2802511,20130125,8.8859775062
6.983449,0.2809584,20130126,8.4182944796
6.97917,0.2816924,20130127,9.8213435595
6.97909,0.2824593,20130128,9.8213435595
6.984334,0.2833041,20130129,10.5228680995
6.99455,0.2842185,20130130,9.8213435595
7.007995,0.2852592,20130131,9.3536605329
7.0222,0.2863919,20130201,9.1198190196
7.032154,0.2875876,20130202,8.4182944796
7.034063,0.2887014,20130203,9.5662437268
7.039948,0.2897685,20130204,10.5866430577
7.047513,0.290757,20130205,10.0764433922
7.057731,0.2915634,20130206,10.714192974
7.069677,0.2922021,20130207,10.331543225
7.08097,0.2926989,20130208,9.0560440614
7.079687,0.2930755,20130209,8.4182944796
7.076907,0.2933869,20130210,9.9488934759
7.078515,0.2936693,20130211,10.331543225
7.086914,0.2939237,20130212,11.0968427231
7.100423,0.2940679,20130213,9.8213435595
7.114226,0.2941423,20130214,9.6937936432
7.129034,0.2941595,20130215,8.928494145
7.124377,0.2941301,20130216,9.1835939777
7.122365,0.2940633,20130217,10.2039933086
7.124595,0.2939855,20130218,10.0764433922
7.13168,0.293872,20130219,10.714192974
7.143169,0.2936206,20130220,10.331543225
7.156245,0.2932314,20130221,9.8213435595
7.170368,0.2927343,20130222,9.6937936432
7.18154,0.2921548,20130223,9.3111438941
7.193889,0.291519,20130224,10.2039933086
7.206953,0.2907539,20130225,10.2039933086
7.22425,0.2899299,20130226,10.4590931413
7.244658,0.2890474,20130227,10.331543225
7.267727,0.2880566,20130228,10.2039933086
7.288172,0.2869878,20130301,9.3111438941
7.301651,0.2858666,20130302,8.6733943123
7.310903,0.2847204,20130303,9.6937936432
7.322887,0.283583,20130304,10.4590931413
7.335538,0.2824418,20130305,10.4590931413
7.347794,0.2813917,20130306,9.9488934759
7.360712,0.2803448,20130307,9.9488934759
7.371555,0.2793108,20130308,9.1835939777
7.380457,0.2782976,20130309,8.8009442287
7.36157,0.2773284,20130310,9.6937936432
7.350425,0.2764114,20130311,10.4590931413
7.345031,0.2754888,20130312,10.5866430577
7.347279,0.2745902,20130313,10.331543225
7.356159,0.2737984,20130314,10.0764433922
7.36835,0.273101,20130315,9.0560440614
7.382026,0.272487,20130316,8.6733943123
7.396158,0.2718546,20130317,10.2039933086
7.415767,0.2711609,20130318,10.331543225
7.440014,0.2704725,20130319,10.5866430577
7.466213,0.2697782,20130320,10.4590931413
7.493946,0.2691387,20130321,10.331543225
7.524544,0.2685498,20130322,11.6070423885
7.557514,0.2680079,20130323,9.6937936432
7.579058,0.2674206,20130324,10.5866430577
7.601325,0.2667844,20130325,10.0764433922
7.626811,0.2660559,20130326,10.4590931413
7.65115,0.2653065,20130327,10.8417428904
7.67337,0.2645275,20130328,9.8213435595
7.69202,0.2637324,20130329,9.5662437268
7.693905,0.2629321,20130330,8.928494145
7.679783,0.2621676,20130331,10.714192974
7.654737,0.2614233,20130401,11.0968427231
7.62261,0.2607115,20130402,10.4590931413
7.58793,0.2600385,20130403,9.9488934759
7.549641,0.2595374,20130404,9.8213435595
7.508978,0.2591805,20130405,9.5662437268
7.461449,0.258944,20130406,9.1835939777
7.40902,0.2587928,20130407,10.5866430577
7.359737,0.2587766,20130408,10.9692928067
7.311485,0.2588453,20130409,10.8417428904
7.266194,0.2590311,20130410,10.4590931413
7.221478,0.2592871,20130411,10.2039933086
7.180459,0.2595972,20130412,9.8213435595
7.136588,0.259948,20130413,9.1835939777
7.089426,0.2603193,20130414,11.0968427231
7.043733,0.2607484,20130415,11.0968427231
6.998956,0.2611497,20130416,10.8417428904
6.956865,0.2615421,20130417,10.8417428904
6.920061,0.2619189,20130418,11.3519425558
6.885052,0.2622791,20130419,10.2039933086
6.846075,0.2626224,20130420,8.8009442287
6.804903,0.2629363,20130421,11.2243926395
6.766476,0.263194,20130422,11.0968427231
6.731983,0.2633922,20130423,11.3519425558
6.702249,0.2635455,20130424,10.714192974
6.675519,0.2636763,20130425,10.9692928067
6.650639,0.2637876,20130426,10.5866430577
6.621442,0.263882,20130427,10.0764433922
6.594212,0.2640122,20130428,11.7345923049
6.573196,0.2642296,20130429,12.7549916357
6.55863,0.2645337,20130430,12.117242054
6.548042,0.264809,20130501,11.9896921376
6.536368,0.2650932,20130502,11.7345923049
6.521612,0.265382,20130503,10.3806008851
6.500127,0.2656715,20130504,9.4779399386
6.474387,0.2659243,20130505,9.9292704118
6.452338,0.2661587,20130506,10.8319313584
6.436687,0.2664458,20130507,11.4337053227
6.426043,0.266718,20130508,12.1859227782
6.419008,0.2668603,20130509,12.3363662692
6.413122,0.2668959,20130510,11.7345923049
6.399518,0.2668447,20130511,10.6814878673
6.384517,0.2667439,20130512,12.0354792871
6.374641,0.2665945,20130513,12.4868097603
6.367112,0.2663206,20130514,12.6372532514
6.360405,0.2659804,20130515,12.6372532514
6.354266,0.2655277,20130516,13.690357689
6.352745,0.2649884,20130517,12.9381402336
6.347825,0.2643843,20130518,13.690357689
6.336852,0.2637704,20130519,15.0443491088
6.32688,0.2631896,20130520,13.2390272158
6.320303,0.2626058,20130521,13.0885837247
6.317213,0.2620873,20130522,12.7876967425
6.315218,0.2616083,20130523,12.6372532514
6.311477,0.2611662,20130524,11.4337053227
6.302269,0.2607583,20130525,10.3806008851
6.289218,0.2603823,20130526,11.7345923049
6.278908,0.259997,20130527,12.1859227782
6.271029,0.2596655,20130528,12.7876967425
6.264945,0.2594561,20130529,12.3363662692
6.259809,0.2593064,20130530,12.0354792871
6.25604,0.2592065,20130531,11.4337053227
6.247531,0.2591479,20130601,10.9823748494
6.233458,0.2592077,20130602,12.7876967425
6.219437,0.2593452,20130603,12.3363662692
6.208966,0.2595543,20130604,12.4868097603
6.201476,0.2599407,20130605,12.3363662692
6.196439,0.2604624,20130606,12.0354792871
6.193105,0.2610884,20130607,12.3363662692
6.185032,0.2617927,20130608,11.885035796
6.174992,0.2625472,20130609,12.3363662692
6.167355,0.2633682,20130610,12.3363662692
6.166088,0.2642918,20130611,12.9381402336
6.172246,0.2652593,20130612,14.5930186356
6.193835,0.2662648,20130613,12.9381402336
6.22621,0.2672908,20130614,11.885035796
6.26274,0.2683233,20130615,11.2832618316
6.301311,0.269359,20130616,12.6372532514
6.346965,0.2704362,20130617,12.6372532514
6.396652,0.2715341,20130618,11.885035796
6.449353,0.272495,20130619,11.5841488138
6.505266,0.2732585,20130620,12.0354792871
6.563323,0.2738546,20130621,11.4337053227
6.615456,0.274309,20130622,12.1859227782
6.661971,0.2746274,20130623,12.4868097603
6.706571,0.2748241,20130624,11.885035796
6.748452,0.2748634,20130625,12.4868097603
6.787291,0.2747825,20130626,13.3894707069
6.827245,0.2746005,20130627,12.0354792871
6.86763,0.2743384,20130628,11.5841488138
6.900335,0.2740141,20130629,11.2832618316
6.927817,0.2736809,20130630,12.4868097603
6.955242,0.273311,20130701,12.1859227782
6.987724,0.2729056,20130702,12.4868097603
7.027088,0.2724758,20130703,11.885035796
7.07044,0.2718956,20130704,11.5841488138
7.115595,0.2711996,20130705,11.1328183405
7.154506,0.2704165,20130706,11.4337053227
7.188023,0.2695958,20130707,11.7345923049
7.223044,0.2686833,20130708,12.4868097603
7.258632,0.2677619,20130709,12.1859227782
7.292902,0.2669968,20130710,11.5841488138
7.324343,0.2663677,20130711,11.5841488138
7.353592,0.2658549,20130712,10.9823748494
7.374188,0.2654414,20130713,10.6814878673
7.388605,0.2651058,20130714,11.885035796
7.405276,0.2649166,20130715,12.1859227782
7.4249,0.2648099,20130716,12.3363662692
7.446343,0.2647589,20130717,12.3363662692
7.469727,0.2648022,20130718,11.2832618316
7.49455,0.2649216,20130719,11.1328183405
7.514166,0.2651013,20130720,10.9823748494
7.528463,0.2653669,20130721,12.1859227782
7.542368,0.2657138,20130722,14.1416881623
7.555192,0.2661351,20130723,12.3363662692
7.569924,0.2666171,20130724,11.885035796
7.589327,0.2671698,20130725,11.4337053227
7.609478,0.2677742,20130726,11.1328183405
7.623946,0.2684145,20130727,11.5841488138
7.635116,0.2690721,20130728,12.7876967425
7.647553,0.2697403,20130729,13.8408011801
7.66064,0.2704224,20130730,12.1859227782
7.673243,0.2710599,20130731,12.3327411249
7.68539,0.2716933,20130801,11.8922860847
7.696356,0.2723171,20130802,11.3050126978
7.703418,0.272927,20130803,11.3050126978
7.709255,0.2735111,20130804,12.9200145118
7.71917,0.2740979,20130805,14.6818346725
7.730953,0.2747058,20130806,12.6263778183
7.744652,0.2753718,20130807,12.4795594716
7.759522,0.276038,20130808,12.4795594716
7.773509,0.2766975,20130809,12.1859227782
7.783111,0.277345,20130810,11.4518310445
7.78927,0.2779569,20130811,12.3327411249
7.796119,0.2784848,20130812,12.0391044314
7.800502,0.2789462,20130813,11.3050126978
7.80345,0.2793544,20130814,11.0113760044
7.791722,0.279759,20130815,10.5709209642
7.779979,0.2801568,20130816,10.7177393109
7.763151,0.280545,20130817,10.2772842707
7.744402,0.2809418,20130818,11.745467738
7.730108,0.2813998,20130819,11.5986493913
7.717947,0.2818597,20130820,10.8645576576
7.707714,0.2823118,20130821,10.7177393109
7.699112,0.2827757,20130822,10.7177393109
7.691381,0.2832443,20130823,10.7177393109
7.681074,0.2837123,20130824,10.5709209642
7.669871,0.2841577,20130825,12.0391044314
7.660172,0.2845939,20130826,11.3050126978
7.654984,0.2849726,20130827,11.0113760044
7.651789,0.2852271,20130828,11.3050126978
7.650364,0.2853543,20130829,11.745467738
7.650196,0.2853771,20130830,10.8645576576
7.64497,0.2853151,20130831,9.9836475773
7.630867,0.2851849,20130901,11.5986493913
7.619542,0.2849767,20130902,11.5986493913
7.611001,0.2847437,20130903,11.1581943511
7.606615,0.284423,20130904,11.5986493913
7.605964,0.2840695,20130905,11.8922860847
7.608015,0.2836931,20130906,11.4518310445
7.608683,0.2833017,20130907,11.0113760044
7.607058,0.2829734,20130908,12.3327411249
7.60867,0.2826994,20130909,12.9200145118
7.611548,0.282503,20130910,12.6263778183
7.615803,0.282382,20130911,11.4518310445
7.621495,0.2822938,20130912,12.3327411249
7.628557,0.2822332,20130913,11.3050126978
7.630276,0.2821955,20130914,11.4518310445
7.627518,0.2822323,20130915,11.1581943511
7.626669,0.2823344,20130916,12.1859227782
7.627911,0.2824838,20130917,11.5986493913
7.631798,0.2828009,20130918,11.8922860847
7.629122,0.2832472,20130919,11.4518310445
7.630251,0.2837935,20130920,11.0113760044
7.628382,0.2844154,20130921,9.6900108838
7.625264,0.2850909,20130922,11.0113760044
7.626786,0.2857807,20130923,11.4518310445
7.631189,0.2865093,20130924,11.4518310445
7.638295,0.2872236,20130925,11.0113760044
7.648001,0.2879584,20130926,11.0113760044
7.655457,0.2887024,20130927,9.8368292306
7.660236,0.2894464,20130928,9.8368292306
7.659968,0.2901815,20130929,11.3050126978
7.663003,0.2909014,20130930,11.3050126978
7.668304,0.2916444,20131001,11.1581943511
7.676035,0.2924355,20131002,10.8645576576
7.675676,0.2932135,20131003,10.4241026175
7.67145,0.2939731,20131004,9.8368292306
7.666167,0.2947104,20131005,8.8091008035
7.660493,0.2954124,20131006,9.9836475773
7.658776,0.2960885,20131007,10.7177393109
7.659918,0.296686,20131008,10.8645576576
7.66459,0.29723,20131009,10.4241026175
7.671689,0.2977431,20131010,10.2772842707
7.679499,0.2982258,20131011,10.7177393109
7.683284,0.2986793,20131012,10.130465924
7.68396,0.2991044,20131013,9.9836475773
7.687811,0.2994543,20131014,10.4241026175
7.694944,0.2997369,20131015,11.3050126978
7.703217,0.3000901,20131016,10.7177393109
7.712447,0.3005184,20131017,9.9836475773
7.723284,0.3010031,20131018,9.5431925371
7.731168,0.3015287,20131019,10.8645576576
7.735816,0.3020667,20131020,12.4795594716
7.737371,0.3026868,20131021,13.0668328585
7.742476,0.3033728,20131022,12.3327411249
7.750819,0.3041229,20131023,12.1859227782
7.76191,0.3049057,20131024,11.0113760044
7.773745,0.3057072,20131025,10.7177393109
7.780244,0.3065158,20131026,8.6622824568
7.7813,0.3073163,20131027,9.3963741904
7.785652,0.3080907,20131028,9.9333098584
7.792724,0.3088368,20131029,9.7990759414
7.800397,0.3094232,20131030,10.2017776924
7.807401,0.3097961,20131031,9.5306081074
7.810954,0.3099923,20131101,9.3963741904
7.808921,0.3100435,20131102,8.7252046054
7.800011,0.3099974,20131103,9.1279063564
7.788836,0.309839,20131104,10.3360116094
7.780478,0.3096354,20131105,10.2017776924
7.775185,0.3092934,20131106,10.0675437754
7.771793,0.308818,20131107,10.0675437754
7.767763,0.3082393,20131108,8.9936724394
7.759024,0.3075828,20131109,7.5170993523
7.744796,0.3068697,20131110,9.2621402734
7.731646,0.3061709,20131111,9.9333098584
7.720842,0.3055117,20131112,9.9333098584
7.71366,0.3048998,20131113,10.0675437754
7.709838,0.3043415,20131114,10.2017776924
7.709563,0.303832,20131115,12.2152864475
7.702615,0.3033673,20131116,8.9936724394
7.693542,0.302973,20131117,8.9936724394
7.686306,0.3026464,20131118,9.9333098584
7.684,0.3023201,20131119,13.4233917005
7.68435,0.3020113,20131120,10.6044794434
7.685334,0.3017769,20131121,9.7990759414
7.685997,0.3016051,20131122,8.9936724394
7.680364,0.3014857,20131123,8.1882689373
7.669981,0.3013767,20131124,9.3963741904
7.664021,0.3013163,20131125,9.3963741904
7.663018,0.3013018,20131126,9.1279063564
7.665776,0.3013246,20131127,8.4567367713
7.669037,0.3014092,20131128,8.0540350203
7.672766,0.3015428,20131129,7.6513332693
7.667464,0.3017148,20131130,8.3225028543
7.642985,0.3018766,20131201,8.4567367713
7.610042,0.3020666,20131202,9.3963741904
7.57149,0.3022415,20131203,9.1279063564
7.531665,0.3024826,20131204,9.1279063564
7.501717,0.3027939,20131205,8.8594385224
7.478727,0.3031589,20131206,8.8594385224
7.456016,0.3035637,20131207,8.3225028543
7.426286,0.3040231,20131208,8.5909706884
7.403656,0.3045504,20131209,9.6648420244
7.388234,0.3051514,20131210,9.1279063564
7.377732,0.3057727,20131211,8.9936724394
7.374754,0.3063838,20131212,9.2621402734
7.376369,0.3069806,20131213,8.7252046054
7.376297,0.3075598,20131214,7.9198011033
7.377024,0.3081429,20131215,8.7252046054
7.381305,0.308717,20131216,9.2621402734
7.388775,0.3092909,20131217,9.1279063564
7.397946,0.3097862,20131218,8.9936724394
7.40801,0.3102179,20131219,8.5909706884
7.41941,0.3105937,20131220,7.9198011033
7.42535,0.3109206,20131221,7.2486315183
7.427502,0.311225,20131222,7.5170993523
7.428981,0.3114899,20131223,8.3225028543
7.426348,0.3117202,20131224,7.3828654353
7.416099,0.3119303,20131225,6.9801636843
7.402388,0.3121773,20131226,7.9198011033
7.389195,0.3124518,20131227,8.5909706884
7.372233,0.3127458,20131228,8.5909706884
