date,bailout,debt,crisis,referendum,euro dollar
2007-05-08,0,92,88,11,38
2007-05-09,1,88,92,11,33
2007-05-10,0,81,81,10,33
2007-05-11,0,79,76,10,33
2007-05-12,0,45,62,8,29
2007-05-13,0,52,77,12,34
2007-05-14,1,86,87,14,38
2007-05-15,1,80,91,14,35
2007-05-16,1,93,89,17,32
2007-05-17,0,84,86,15,33
2007-05-18,0,80,73,16,28
2007-05-19,1,51,71,69,28
2007-05-20,1,65,80,37,28
2007-05-21,1,87,84,19,37
2007-05-22,1,93,82,13,35
2007-05-23,1,80,83,9,33
2007-05-24,0,80,79,8,33
2007-05-25,0,78,67,10,33
2007-05-26,0,61,70,8,27
2007-05-27,1,56,67,7,26
2007-05-28,1,55,67,11,35
2007-05-29,1,85,83,6,42
2007-05-30,1,89,82,9,31
2007-05-31,0,87,77,8,33
2007-06-01,1,83,68,6,34
2007-06-02,1,61,65,7,33
2007-06-03,1,63,75,7,35
2007-06-04,1,81,77,10,32
2007-06-05,0,91,80,8,37
2007-06-06,0,88,79,16,37
2007-06-07,0,81,76,7,32
2007-06-08,0,76,75,6,29
2007-06-09,1,59,58,6,27
2007-06-10,0,62,74,5,34
2007-06-11,0,87,72,7,35
2007-06-12,0,89,78,8,36
2007-06-13,0,84,70,8,31
2007-06-14,0,80,66,5,29
2007-06-15,0,74,61,7,34
2007-06-16,0,58,58,6,30
2007-06-17,1,48,57,4,31
2007-06-18,1,75,65,8,32
2007-06-19,0,77,73,8,36
2007-06-20,1,74,69,6,33
2007-06-21,0,79,61,8,30
2007-06-22,1,75,58,7,27
2007-06-23,1,59,60,8,25
2007-06-24,1,54,67,8,28
2007-06-25,0,80,62,7,30
2007-06-26,1,89,66,7,34
2007-06-27,1,79,62,8,34
2007-06-28,0,80,61,7,31
2007-06-29,0,73,56,5,27
2007-06-30,1,53,47,4,28
2007-07-01,1,44,55,3,32
2007-07-02,1,67,59,6,34
2007-07-03,0,76,54,7,32
2007-07-04,0,52,49,8,30
2007-07-05,0,86,52,8,29
2007-07-06,0,73,55,7,29
2007-07-07,0,54,59,6,26
2007-07-08,1,58,51,7,26
2007-07-09,0,73,61,10,36
2007-07-10,0,83,56,11,37
2007-07-11,0,78,58,11,41
2007-07-12,0,82,55,10,36
2007-07-13,1,75,61,13,37
2007-07-14,0,57,56,11,30
2007-07-15,0,49,61,12,33
2007-07-16,0,82,55,15,37
2007-07-17,1,85,55,12,30
2007-07-18,1,85,64,9,36
2007-07-19,2,78,63,7,30
2007-07-20,0,71,51,8,31
2007-07-21,1,46,46,6,31
2007-07-22,1,56,58,5,33
2007-07-23,1,75,50,5,33
2007-07-24,0,82,59,9,33
2007-07-25,1,85,56,4,33
2007-07-26,0,81,60,4,33
2007-07-27,0,81,57,5,35
2007-07-28,0,54,50,3,30
2007-07-29,0,56,60,3,32
2007-07-30,0,81,60,3,34
2007-07-31,1,84,58,3,33
2007-08-01,1,92,63,2,33
2007-08-02,1,80,54,3,34
2007-08-03,1,67,57,3,29
2007-08-04,1,54,55,3,25
2007-08-05,1,54,65,2,27
2007-08-06,0,77,58,6,32
2007-08-07,0,77,60,6,35
2007-08-08,1,80,58,5,36
2007-08-09,2,79,63,4,37
2007-08-10,1,80,73,3,35
2007-08-11,0,66,68,3,25
2007-08-12,0,66,65,1,30
2007-08-13,1,86,73,3,32
2007-08-14,1,85,70,3,36
2007-08-15,1,84,64,3,36
2007-08-16,2,83,70,4,33
2007-08-17,1,71,66,4,30
2007-08-18,1,61,66,2,28
2007-08-19,1,51,58,2,37
2007-08-20,1,75,70,4,33
2007-08-21,1,79,67,3,37
2007-08-22,1,79,70,5,32
2007-08-23,1,77,63,4,31
2007-08-24,1,72,68,3,27
2007-08-25,0,53,73,3,28
2007-08-26,0,49,70,3,27
2007-08-27,1,68,62,6,31
2007-08-28,0,81,72,4,31
2007-08-29,1,75,71,6,32
2007-08-30,1,78,66,4,32
2007-08-31,2,73,67,4,29
2007-09-01,1,48,62,3,23
2007-09-02,1,54,63,4,25
2007-09-03,1,55,64,4,31
2007-09-04,1,70,71,5,30
2007-09-05,1,73,81,6,30
2007-09-06,1,76,72,5,33
2007-09-07,1,73,67,7,30
2007-09-08,0,53,67,5,28
2007-09-09,1,54,64,7,27
2007-09-10,0,71,77,9,35
2007-09-11,2,77,88,9,32
2007-09-12,1,75,83,7,40
2007-09-13,1,71,98,7,34
2007-09-14,1,79,92,9,37
2007-09-15,1,50,79,7,32
2007-09-16,1,51,93,6,33
2007-09-17,1,77,96,9,32
2007-09-18,0,87,100,8,34
2007-09-19,1,88,89,11,34
2007-09-20,1,86,87,9,46
2007-09-21,1,69,84,9,45
2007-09-22,1,50,81,10,35
2007-09-23,0,52,90,7,35
2007-09-24,0,84,92,17,46
2007-09-25,1,88,86,14,41
2007-09-26,0,81,85,13,42
2007-09-27,1,94,87,11,39
2007-09-28,1,38,36,5,19
2007-09-29,0,29,34,4,14
2007-09-30,0,31,39,6,20
2007-10-01,0,43,45,6,20
2007-10-02,0,44,43,7,18
2007-10-03,0,44,42,7,20
2007-10-04,0,42,38,6,19
2007-10-05,0,40,35,6,17
2007-10-06,0,27,36,5,17
2007-10-07,0,28,42,6,17
2007-10-08,0,36,42,15,19
2007-10-09,0,41,42,16,18
2007-10-10,0,43,41,24,18
2007-10-11,0,38,41,17,20
2007-10-12,0,37,37,7,18
2007-10-13,0,29,36,4,16
2007-10-14,0,30,41,5,17
2007-10-15,1,42,39,5,19
2007-10-16,0,45,43,5,18
2007-10-17,0,41,39,5,17
2007-10-18,0,39,40,6,19
2007-10-19,0,39,37,6,16
2007-10-20,0,27,34,7,14
2007-10-21,0,27,35,9,16
2007-10-22,0,39,41,7,19
2007-10-23,0,43,40,5,19
2007-10-24,1,46,40,6,16
2007-10-25,0,41,38,4,18
2007-10-26,0,32,36,4,17
2007-10-27,0,28,43,3,16
2007-10-28,0,27,46,3,18
2007-10-29,0,41,44,5,21
2007-10-30,0,41,47,4,19
2007-10-31,0,42,42,5,22
2007-11-01,0,42,42,4,19
2007-11-02,0,36,39,4,20
2007-11-03,0,26,37,3,17
2007-11-04,0,28,41,3,18
2007-11-05,0,39,43,6,22
2007-11-06,0,40,46,9,21
2007-11-07,1,39,47,14,23
2007-11-08,0,43,44,6,24
2007-11-09,0,39,44,3,22
2007-11-10,0,30,39,3,17
2007-11-11,0,26,44,5,20
2007-11-12,0,38,45,4,22
2007-11-13,0,43,47,3,22
2007-11-14,0,39,44,4,20
2007-11-15,0,40,46,4,20
2007-11-16,0,35,44,4,18
2007-11-17,0,25,40,4,18
2007-11-18,0,26,44,3,18
2007-11-19,0,38,47,4,21
2007-11-20,0,38,46,5,23
2007-11-21,0,30,43,4,21
2007-11-22,0,23,38,4,21
2007-11-23,0,27,40,5,20
2007-11-24,0,25,41,5,20
2007-11-25,0,29,46,8,22
2007-11-26,0,39,44,7,23
2007-11-27,0,41,45,5,22
2007-11-28,0,41,44,5,22
2007-11-29,0,39,45,7,20
2007-11-30,0,36,41,6,19
2007-12-01,0,24,37,8,18
2007-12-02,0,29,42,72,20
2007-12-03,1,37,44,100,23
2007-12-04,0,40,43,17,22
2007-12-05,1,39,46,9,20
2007-12-06,2,40,42,6,21
2007-12-07,2,34,41,6,17
2007-12-08,1,25,38,4,19
2007-12-09,1,24,42,5,20
2007-12-10,1,37,43,5,19
2007-12-11,1,36,47,5,24
2007-12-12,1,37,42,5,21
2007-12-13,1,35,41,4,19
2007-12-14,1,32,38,4,19
2007-12-15,0,25,34,3,18
2007-12-16,1,23,38,3,19
2007-12-17,0,34,39,3,20
2007-12-18,0,36,38,3,19
2007-12-19,0,33,36,3,18
2007-12-20,0,34,34,2,17
2007-12-21,0,31,32,2,19
2007-12-22,0,19,28,1,15
2007-12-23,0,19,30,1,14
2007-12-24,0,19,30,1,13
2007-12-25,0,15,27,1,18
2007-12-26,0,25,29,1,18
2007-12-27,0,59,50,3,30
2007-12-28,1,51,51,2,29
2007-12-29,0,41,46,3,25
2007-12-30,0,43,52,2,32
2007-12-31,1,49,46,2,27
2008-01-01,0,35,51,2,32
2008-01-02,0,60,50,2,32
2008-01-03,0,67,52,4,37
2008-01-04,0,63,56,4,30
2008-01-05,1,44,55,3,31
2008-01-06,0,50,49,2,33
2008-01-07,1,70,59,3,36
2008-01-08,1,76,59,3,32
2008-01-09,0,76,62,4,32
2008-01-10,0,70,60,4,36
2008-01-11,0,68,53,3,34
2008-01-12,1,50,59,4,31
2008-01-13,1,55,59,5,32
2008-01-14,1,70,60,5,32
2008-01-15,1,64,65,5,37
2008-01-16,1,72,66,7,36
2008-01-17,0,63,68,7,35
2008-01-18,1,68,59,4,31
2008-01-19,2,52,58,5,28
2008-01-20,1,52,64,3,34
2008-01-21,1,63,62,3,38
2008-01-22,1,71,73,6,46
2008-01-23,1,80,68,8,36
2008-01-24,1,74,63,5,37
2008-01-25,1,69,62,5,31
2008-01-26,1,51,58,4,29
2008-01-27,0,53,60,5,32
2008-01-28,0,69,73,5,32
2008-01-29,0,73,63,6,29
2008-01-30,1,74,67,7,34
2008-01-31,1,68,70,6,36
2008-02-01,1,61,59,6,32
2008-02-02,0,48,59,4,25
2008-02-03,1,47,64,5,31
2008-02-04,1,75,66,7,30
2008-02-05,1,77,68,8,31
2008-02-06,0,69,62,11,34
2008-02-07,0,71,67,8,28
2008-02-08,1,69,62,4,31
2008-02-09,1,50,61,3,29
2008-02-10,1,50,57,6,25
2008-02-11,1,70,64,5,32
2008-02-12,1,64,67,5,33
2008-02-13,1,65,67,7,30
2008-02-14,0,64,64,4,27
2008-02-15,1,57,60,3,26
2008-02-16,1,43,57,3,29
2008-02-17,0,48,66,9,33
2008-02-18,0,59,65,9,28
2008-02-19,1,68,66,6,31
2008-02-20,0,75,64,6,30
2008-02-21,0,66,63,4,28
2008-02-22,2,61,59,4,28
2008-02-23,1,49,57,3,24
2008-02-24,0,50,58,4,25
2008-02-25,1,66,65,5,29
2008-02-26,1,70,70,6,31
2008-02-27,0,75,72,4,47
2008-02-28,1,78,67,5,43
2008-02-29,1,67,62,4,35
2008-03-01,0,48,58,3,31
2008-03-02,0,51,66,5,33
2008-03-03,1,64,78,5,39
2008-03-04,1,72,83,6,32
2008-03-05,1,68,76,8,35
2008-03-06,1,67,82,6,36
2008-03-07,0,63,71,6,37
2008-03-08,0,47,64,3,33
2008-03-09,0,48,69,6,36
2008-03-10,1,69,81,6,39
2008-03-11,1,66,79,6,39
2008-03-12,1,70,74,6,40
2008-03-13,1,68,68,4,43
2008-03-14,3,57,69,4,42
2008-03-15,2,49,63,3,37
2008-03-16,2,48,68,6,35
2008-03-17,4,65,85,6,53
2008-03-18,4,70,83,6,54
2008-03-19,1,73,78,5,50
2008-03-20,1,63,78,4,45
2008-03-21,1,53,73,2,40
2008-03-22,2,44,81,4,35
2008-03-23,1,39,90,2,33
2008-03-24,2,61,100,4,44
2008-03-25,1,69,92,4,42
2008-03-26,2,61,95,5,39
2008-03-27,1,61,94,4,35
2008-03-28,1,57,89,4,36
2008-03-29,1,44,89,3,32
2008-03-30,1,43,100,4,35
2008-03-31,1,62,91,5,37
2008-04-01,1,63,95,5,36
2008-04-02,2,63,89,8,34
2008-04-03,1,66,90,5,33
2008-04-04,1,55,85,4,32
2008-04-05,1,41,84,3,31
2008-04-06,0,42,93,4,36
2008-04-07,1,55,93,5,36
2008-04-08,1,66,93,5,35
2008-04-09,1,66,88,4,31
2008-04-10,1,60,90,5,34
2008-04-11,1,55,80,4,33
2008-04-12,0,42,80,4,30
2008-04-13,1,43,92,4,32
2008-04-14,1,64,90,6,36
2008-04-15,1,65,98,4,37
2008-04-16,1,60,86,5,38
2008-04-17,1,61,84,4,33
2008-04-18,1,55,84,3,34
2008-04-19,0,36,76,3,30
2008-04-20,0,43,89,3,33
2008-04-21,1,65,90,4,38
2008-04-22,1,60,87,5,39
2008-04-23,1,62,91,6,36
2008-04-24,1,62,89,5,37
2008-04-25,1,54,83,5,37
2008-04-26,0,37,79,5,29
2008-04-27,0,38,88,5,30
2008-04-28,0,58,93,6,37
2008-04-29,1,61,90,6,35
2008-04-30,0,61,87,4,34
2008-05-01,0,60,86,5,36
2008-05-02,1,56,79,5,34
2008-05-03,1,41,71,5,34
2008-05-04,1,37,80,12,33
2008-05-05,0,52,88,14,35
2008-05-06,0,58,89,7,41
2008-05-07,1,58,86,7,34
2008-05-08,1,60,85,6,36
2008-05-09,1,53,79,6,30
2008-05-10,1,35,71,5,29
2008-05-11,1,37,81,6,32
2008-05-12,0,56,82,7,32
2008-05-13,1,60,81,6,33
2008-05-14,0,57,80,4,35
2008-05-15,1,55,78,5,32
2008-05-16,0,52,71,5,32
2008-05-17,0,34,71,4,30
2008-05-18,0,37,76,5,34
2008-05-19,0,55,79,5,33
2008-05-20,1,55,81,5,36
2008-05-21,1,58,79,5,35
2008-05-22,1,56,79,6,33
2008-05-23,1,48,73,5,31
2008-05-24,1,37,68,4,28
2008-05-25,0,30,74,4,34
2008-05-26,0,35,74,6,35
2008-05-27,0,53,76,5,35
2008-05-28,1,58,81,5,34
2008-05-29,0,55,76,4,34
2008-05-30,0,49,73,4,28
2008-05-31,0,36,64,3,29
2008-06-01,1,37,77,5,30
2008-06-02,0,53,78,5,33
2008-06-03,1,55,80,5,32
2008-06-04,0,57,79,6,34
2008-06-05,0,58,72,6,33
2008-06-06,0,52,67,6,32
2008-06-07,0,37,67,4,29
2008-06-08,1,34,76,6,29
2008-06-09,0,55,76,7,34
2008-06-10,1,58,78,7,37
2008-06-11,0,56,78,10,33
2008-06-12,0,55,75,25,35
2008-06-13,0,50,69,47,32
2008-06-14,0,33,62,12,31
2008-06-15,0,36,67,7,35
2008-06-16,1,51,68,8,35
2008-06-17,1,57,74,6,33
2008-06-18,0,56,72,6,32
2008-06-19,0,54,75,5,30
2008-06-20,0,49,70,5,28
2008-06-21,1,40,79,4,26
2008-06-22,0,36,81,6,33
2008-06-23,2,54,75,6,32
2008-06-24,0,43,59,3,24
2008-06-25,1,42,55,3,25
2008-06-26,1,39,56,2,23
2008-06-27,0,39,52,3,26
2008-06-28,0,28,58,2,23
2008-06-29,0,24,58,3,24
2008-06-30,0,39,55,2,25
2008-07-01,0,41,51,3,25
2008-07-02,0,37,52,2,27
2008-07-03,0,39,54,2,26
2008-07-04,0,24,49,2,24
2008-07-05,0,26,53,2,22
2008-07-06,0,27,58,2,27
2008-07-07,0,43,53,2,27
2008-07-08,1,43,52,2,26
2008-07-09,1,45,53,2,26
2008-07-10,1,40,54,2,23
2008-07-11,1,41,52,1,22
2008-07-12,1,32,54,2,20
2008-07-13,1,30,60,2,23
2008-07-14,2,45,56,2,25
2008-07-15,1,45,60,2,30
2008-07-16,2,45,56,3,29
2008-07-17,1,42,54,3,25
2008-07-18,1,37,46,2,25
2008-07-19,1,34,47,2,20
2008-07-20,0,31,51,1,22
2008-07-21,0,46,48,2,24
2008-07-22,1,42,51,3,26
2008-07-23,1,45,52,2,23
2008-07-24,2,44,53,3,23
2008-07-25,2,42,47,2,22
2008-07-26,2,29,46,1,18
2008-07-27,2,32,50,2,24
2008-07-28,2,45,50,2,25
2008-07-29,1,47,49,2,25
2008-07-30,2,49,46,3,25
2008-07-31,2,43,44,3,20
2008-08-01,1,36,45,3,24
2008-08-02,1,29,46,2,20
2008-08-03,0,30,53,2,25
2008-08-04,1,42,49,3,23
2008-08-05,1,47,50,3,23
2008-08-06,1,48,50,3,25
2008-08-07,1,44,51,3,25
2008-08-08,0,35,51,2,29
2008-08-09,0,29,47,3,25
2008-08-10,1,27,48,11,26
2008-08-11,1,41,47,11,30
2008-08-12,0,42,50,4,31
2008-08-13,0,44,46,4,26
2008-08-14,0,41,50,3,25
2008-08-15,0,38,47,2,29
2008-08-16,1,27,43,2,24
2008-08-17,0,30,50,2,27
2008-08-18,1,41,46,2,27
2008-08-19,1,48,48,4,28
2008-08-20,1,43,48,3,30
2008-08-21,1,41,47,2,28
2008-08-22,1,41,45,3,26
2008-08-23,1,31,45,2,21
2008-08-24,1,28,51,2,21
2008-08-25,1,40,48,3,27
2008-08-26,1,45,42,4,27
2008-08-27,0,45,48,2,28
2008-08-28,0,43,46,2,24
2008-08-29,1,36,42,2,23
2008-08-30,0,27,43,2,21
2008-08-31,1,28,47,1,23
2008-09-01,0,32,45,3,29
2008-09-02,0,43,50,3,30
2008-09-03,0,45,47,3,30
2008-09-04,0,45,45,3,30
2008-09-05,1,40,43,2,30
2008-09-06,3,34,41,1,24
2008-09-07,4,30,45,2,28
2008-09-08,9,48,50,3,30
2008-09-09,5,52,51,3,30
2008-09-10,3,49,46,3,30
2008-09-11,3,45,53,3,29
2008-09-12,3,42,48,3,26
2008-09-13,1,31,48,2,24
2008-09-14,1,34,52,3,27
2008-09-15,3,51,80,3,37
2008-09-16,5,54,90,2,38
2008-09-17,16,60,94,3,32
2008-09-18,11,56,100,4,30
2008-09-19,14,52,83,3,28
2008-09-20,19,42,76,2,26
2008-09-21,21,45,81,3,27
2008-09-22,10,19,26,1,10
2008-09-23,15,20,28,1,9
2008-09-24,19,19,29,1,9
2008-09-25,34,20,36,1,9
2008-09-26,36,18,34,1,9
2008-09-27,19,11,26,1,7
2008-09-28,39,13,30,3,8
2008-09-29,100,21,42,2,11
2008-09-30,72,20,50,1,12
2008-10-01,50,18,38,2,10
2008-10-02,71,19,35,1,9
2008-10-03,72,18,31,1,9
2008-10-04,36,13,25,1,8
2008-10-05,20,14,30,4,8
2008-10-06,24,19,42,2,14
2008-10-07,20,21,44,1,12
2008-10-08,17,21,50,1,12
2008-10-09,14,28,45,1,12
2008-10-10,11,22,53,1,12
2008-10-11,6,14,42,1,9
2008-10-12,6,14,44,1,10
2008-10-13,8,21,43,1,11
2008-10-14,8,18,37,1,10
2008-10-15,7,18,38,1,11
2008-10-16,5,19,37,1,10
2008-10-17,5,16,32,1,9
2008-10-18,4,11,28,1,7
2008-10-19,3,11,32,1,8
2008-10-20,5,16,35,2,9
2008-10-21,5,17,36,1,10
2008-10-22,4,17,37,1,11
2008-10-23,4,16,35,1,11
2008-10-24,4,15,35,2,13
2008-10-25,2,10,31,1,11
2008-10-26,3,11,31,1,8
2008-10-27,4,17,36,2,14
2008-10-28,4,16,34,1,12
2008-10-29,4,17,33,2,10
2008-10-30,5,16,29,2,10
2008-10-31,4,14,25,2,10
2008-11-01,2,10,20,1,8
2008-11-02,3,11,27,1,8
2008-11-03,3,16,29,2,10
2008-11-04,3,15,27,4,10
2008-11-05,3,17,28,8,10
2008-11-06,3,16,27,3,10
2008-11-07,3,15,26,1,8
2008-11-08,3,12,22,1,7
2008-11-09,3,11,25,1,7
2008-11-10,4,17,29,1,9
2008-11-11,6,18,30,1,9
2008-11-12,7,17,30,1,9
2008-11-13,7,18,29,1,9
2008-11-14,6,17,26,1,9
2008-11-15,4,11,23,1,6
2008-11-16,5,12,25,1,7
2008-11-17,7,17,28,1,9
2008-11-18,8,17,31,1,9
2008-11-19,9,17,29,1,8
2008-11-20,12,18,32,1,9
2008-11-21,7,15,27,1,8
2008-11-22,4,11,23,1,7
2008-11-23,4,11,26,1,8
2008-11-24,9,18,30,1,9
2008-11-25,7,19,29,1,9
2008-11-26,6,16,27,1,9
2008-11-27,3,10,24,1,7
2008-11-28,3,11,23,1,7
2008-11-29,2,10,21,1,7
2008-11-30,3,11,24,2,8
2008-12-01,5,16,26,1,9
2008-12-02,6,18,29,1,9
2008-12-03,8,18,26,1,9
2008-12-04,8,18,26,1,8
2008-12-05,8,15,23,1,9
2008-12-06,6,11,20,1,7
2008-12-07,5,11,20,1,7
2008-12-08,7,17,26,1,8
2008-12-09,7,17,27,1,8
2008-12-10,9,16,27,1,8
2008-12-11,12,16,25,1,9
2008-12-12,21,17,22,1,9
2008-12-13,8,11,20,0,7
2008-12-14,6,10,22,1,8
2008-12-15,7,14,24,1,9
2008-12-16,6,15,24,1,11
2008-12-17,6,14,22,1,12
2008-12-18,5,14,22,1,12
2008-12-19,8,13,19,0,11
2008-12-20,4,9,16,1,9
2008-12-21,11,31,62,2,29
2008-12-22,16,42,62,2,33
2008-12-23,16,42,65,2,30
2008-12-24,9,31,59,1,26
2008-12-25,7,24,55,1,27
2008-12-26,6,31,60,1,26
2008-12-27,5,30,60,1,29
2008-12-28,7,31,60,1,28
2008-12-29,8,46,64,1,36
2008-12-30,8,51,66,1,32
2008-12-31,8,46,61,1,28
2009-01-01,7,34,56,2,31
2009-01-02,6,47,62,2,31
2009-01-03,7,41,59,2,31
2009-01-04,6,39,63,3,29
2009-01-05,8,52,72,3,35
2009-01-06,8,60,74,3,32
2009-01-07,12,58,79,3,33
2009-01-08,27,61,81,3,32
2009-01-09,17,54,75,3,30
2009-01-10,11,41,64,2,26
2009-01-11,9,39,71,3,28
2009-01-12,11,54,79,4,30
2009-01-13,12,57,81,3,31
2009-01-14,12,56,82,3,31
2009-01-15,15,54,84,3,35
2009-01-16,14,52,77,3,31
2009-01-17,8,40,66,2,27
2009-01-18,6,37,69,3,28
2009-01-19,8,55,75,3,30
2009-01-20,9,56,81,4,32
2009-01-21,10,61,81,3,32
2009-01-22,9,57,82,3,32
2009-01-23,11,52,74,4,32
2009-01-24,7,38,64,3,30
2009-01-25,7,39,70,8,29
2009-01-26,9,58,82,7,31
2009-01-27,13,61,86,5,32
2009-01-28,14,60,88,4,27
2009-01-29,20,61,93,3,27
2009-01-30,16,53,84,3,29
2009-01-31,10,40,74,3,27
2009-02-01,9,36,75,2,27
2009-02-02,12,53,81,3,30
2009-02-03,15,61,81,3,30
2009-02-04,23,58,82,4,31
2009-02-05,20,58,85,4,29
2009-02-06,17,55,81,4,27
2009-02-07,12,41,66,3,24
2009-02-08,13,37,78,5,26
2009-02-09,17,54,85,5,28
2009-02-10,24,63,92,4,29
2009-02-11,21,59,91,4,28
2009-02-12,15,56,82,4,26
2009-02-13,14,52,76,4,25
2009-02-14,13,39,65,5,22
2009-02-15,11,41,73,39,25
2009-02-16,13,52,88,40,27
2009-02-17,16,64,96,8,30
2009-02-18,23,64,97,6,30
2009-02-19,19,63,97,5,28
2009-02-20,17,55,88,4,30
2009-02-21,13,41,73,2,23
2009-02-22,10,44,83,3,26
2009-02-23,13,61,93,3,28
2009-02-24,16,62,100,5,28
2009-02-25,16,62,94,7,28
2009-02-26,14,60,90,5,28
2009-02-27,12,59,83,3,27
2009-02-28,7,42,76,3,25
2009-03-01,8,43,82,4,25
2009-03-02,13,56,94,4,32
2009-03-03,13,60,99,4,35
2009-03-04,14,62,96,4,30
2009-03-05,18,61,94,4,29
2009-03-06,14,53,87,3,30
2009-03-07,9,40,76,2,23
2009-03-08,8,40,81,3,27
2009-03-09,11,53,95,5,35
2009-03-10,10,55,94,4,31
2009-03-11,10,58,94,5,29
2009-03-12,11,56,90,5,27
2009-03-13,8,52,84,3,28
2009-03-14,7,39,71,2,23
2009-03-15,7,38,85,4,26
2009-03-16,14,56,90,4,30
2009-03-17,16,55,92,4,27
2009-03-18,19,53,89,5,31
2009-03-19,16,55,86,3,36
2009-03-20,15,52,82,3,35
2009-03-21,10,43,75,2,29
2009-03-22,10,40,83,3,33
2009-03-23,13,61,100,4,37
2009-03-24,13,63,99,5,38
2009-03-25,12,65,97,5,38
2009-03-26,12,64,94,4,31
2009-03-27,9,55,86,3,32
2009-03-28,7,45,74,3,29
2009-03-29,7,41,87,5,30
2009-03-30,14,61,99,5,33
